sheet	cell	v0.4.2_value	v0.5.1_value
ENGINE	AJ730	'=IF(OR($AI730="",$AI730="BLOCKED",$AI730="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z730<SETTINGS!$B$24,1,0)-IF($AE730="QB UNCERTAIN",1,0)-IF($AF730<>"",1,0)-IF($AG730<>"",1,0)+IF(CALC!$Z730>=6,1,0))))'	'=IF(OR($AI730="",$AI730="BLOCKED",$AI730="PENDING LINE",$AI730="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z730<SETTINGS!$B$24,1,0)-IF($AE730="QB UNCERTAIN",1,0)-IF($AF730<>"",1,0)-IF($AG730<>"",1,0)+IF(CALC!$Z730>=6,1,0))))'
ENGINE	AI731	'=IF($A731="","",IF($AH731<>"","BLOCKED",IF(CALC!$S731=1,"PENDING LINE",IF(CALC!$Q731=1,"STALE LINE",IF($AE731="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF731<>"",AND($G731="FCS",$I731=""),AND($H731="FCS",$J731="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B731="",$C731=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A731="","",IF($AH731<>"","BLOCKED",IF($AG731<>"","FCS — NO PLAY",IF(CALC!$S731=1,"PENDING LINE",IF(CALC!$Q731=1,"STALE LINE",IF($AE731="QB UNCERTAIN","QB UNCERTAIN",IF($AF731<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B731="",$C731=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ731	'=IF(OR($AI731="",$AI731="BLOCKED",$AI731="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z731<SETTINGS!$B$24,1,0)-IF($AE731="QB UNCERTAIN",1,0)-IF($AF731<>"",1,0)-IF($AG731<>"",1,0)+IF(CALC!$Z731>=6,1,0))))'	'=IF(OR($AI731="",$AI731="BLOCKED",$AI731="PENDING LINE",$AI731="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z731<SETTINGS!$B$24,1,0)-IF($AE731="QB UNCERTAIN",1,0)-IF($AF731<>"",1,0)-IF($AG731<>"",1,0)+IF(CALC!$Z731>=6,1,0))))'
ENGINE	AI732	'=IF($A732="","",IF($AH732<>"","BLOCKED",IF(CALC!$S732=1,"PENDING LINE",IF(CALC!$Q732=1,"STALE LINE",IF($AE732="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF732<>"",AND($G732="FCS",$I732=""),AND($H732="FCS",$J732="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B732="",$C732=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A732="","",IF($AH732<>"","BLOCKED",IF($AG732<>"","FCS — NO PLAY",IF(CALC!$S732=1,"PENDING LINE",IF(CALC!$Q732=1,"STALE LINE",IF($AE732="QB UNCERTAIN","QB UNCERTAIN",IF($AF732<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B732="",$C732=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ732	'=IF(OR($AI732="",$AI732="BLOCKED",$AI732="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z732<SETTINGS!$B$24,1,0)-IF($AE732="QB UNCERTAIN",1,0)-IF($AF732<>"",1,0)-IF($AG732<>"",1,0)+IF(CALC!$Z732>=6,1,0))))'	'=IF(OR($AI732="",$AI732="BLOCKED",$AI732="PENDING LINE",$AI732="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z732<SETTINGS!$B$24,1,0)-IF($AE732="QB UNCERTAIN",1,0)-IF($AF732<>"",1,0)-IF($AG732<>"",1,0)+IF(CALC!$Z732>=6,1,0))))'
ENGINE	AI733	'=IF($A733="","",IF($AH733<>"","BLOCKED",IF(CALC!$S733=1,"PENDING LINE",IF(CALC!$Q733=1,"STALE LINE",IF($AE733="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF733<>"",AND($G733="FCS",$I733=""),AND($H733="FCS",$J733="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B733="",$C733=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A733="","",IF($AH733<>"","BLOCKED",IF($AG733<>"","FCS — NO PLAY",IF(CALC!$S733=1,"PENDING LINE",IF(CALC!$Q733=1,"STALE LINE",IF($AE733="QB UNCERTAIN","QB UNCERTAIN",IF($AF733<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B733="",$C733=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ733	'=IF(OR($AI733="",$AI733="BLOCKED",$AI733="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z733<SETTINGS!$B$24,1,0)-IF($AE733="QB UNCERTAIN",1,0)-IF($AF733<>"",1,0)-IF($AG733<>"",1,0)+IF(CALC!$Z733>=6,1,0))))'	'=IF(OR($AI733="",$AI733="BLOCKED",$AI733="PENDING LINE",$AI733="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z733<SETTINGS!$B$24,1,0)-IF($AE733="QB UNCERTAIN",1,0)-IF($AF733<>"",1,0)-IF($AG733<>"",1,0)+IF(CALC!$Z733>=6,1,0))))'
ENGINE	AI734	'=IF($A734="","",IF($AH734<>"","BLOCKED",IF(CALC!$S734=1,"PENDING LINE",IF(CALC!$Q734=1,"STALE LINE",IF($AE734="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF734<>"",AND($G734="FCS",$I734=""),AND($H734="FCS",$J734="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B734="",$C734=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A734="","",IF($AH734<>"","BLOCKED",IF($AG734<>"","FCS — NO PLAY",IF(CALC!$S734=1,"PENDING LINE",IF(CALC!$Q734=1,"STALE LINE",IF($AE734="QB UNCERTAIN","QB UNCERTAIN",IF($AF734<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B734="",$C734=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ734	'=IF(OR($AI734="",$AI734="BLOCKED",$AI734="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z734<SETTINGS!$B$24,1,0)-IF($AE734="QB UNCERTAIN",1,0)-IF($AF734<>"",1,0)-IF($AG734<>"",1,0)+IF(CALC!$Z734>=6,1,0))))'	'=IF(OR($AI734="",$AI734="BLOCKED",$AI734="PENDING LINE",$AI734="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z734<SETTINGS!$B$24,1,0)-IF($AE734="QB UNCERTAIN",1,0)-IF($AF734<>"",1,0)-IF($AG734<>"",1,0)+IF(CALC!$Z734>=6,1,0))))'
ENGINE	AI735	'=IF($A735="","",IF($AH735<>"","BLOCKED",IF(CALC!$S735=1,"PENDING LINE",IF(CALC!$Q735=1,"STALE LINE",IF($AE735="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF735<>"",AND($G735="FCS",$I735=""),AND($H735="FCS",$J735="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B735="",$C735=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A735="","",IF($AH735<>"","BLOCKED",IF($AG735<>"","FCS — NO PLAY",IF(CALC!$S735=1,"PENDING LINE",IF(CALC!$Q735=1,"STALE LINE",IF($AE735="QB UNCERTAIN","QB UNCERTAIN",IF($AF735<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B735="",$C735=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ735	'=IF(OR($AI735="",$AI735="BLOCKED",$AI735="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z735<SETTINGS!$B$24,1,0)-IF($AE735="QB UNCERTAIN",1,0)-IF($AF735<>"",1,0)-IF($AG735<>"",1,0)+IF(CALC!$Z735>=6,1,0))))'	'=IF(OR($AI735="",$AI735="BLOCKED",$AI735="PENDING LINE",$AI735="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z735<SETTINGS!$B$24,1,0)-IF($AE735="QB UNCERTAIN",1,0)-IF($AF735<>"",1,0)-IF($AG735<>"",1,0)+IF(CALC!$Z735>=6,1,0))))'
ENGINE	AI736	'=IF($A736="","",IF($AH736<>"","BLOCKED",IF(CALC!$S736=1,"PENDING LINE",IF(CALC!$Q736=1,"STALE LINE",IF($AE736="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF736<>"",AND($G736="FCS",$I736=""),AND($H736="FCS",$J736="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B736="",$C736=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A736="","",IF($AH736<>"","BLOCKED",IF($AG736<>"","FCS — NO PLAY",IF(CALC!$S736=1,"PENDING LINE",IF(CALC!$Q736=1,"STALE LINE",IF($AE736="QB UNCERTAIN","QB UNCERTAIN",IF($AF736<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B736="",$C736=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ736	'=IF(OR($AI736="",$AI736="BLOCKED",$AI736="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z736<SETTINGS!$B$24,1,0)-IF($AE736="QB UNCERTAIN",1,0)-IF($AF736<>"",1,0)-IF($AG736<>"",1,0)+IF(CALC!$Z736>=6,1,0))))'	'=IF(OR($AI736="",$AI736="BLOCKED",$AI736="PENDING LINE",$AI736="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z736<SETTINGS!$B$24,1,0)-IF($AE736="QB UNCERTAIN",1,0)-IF($AF736<>"",1,0)-IF($AG736<>"",1,0)+IF(CALC!$Z736>=6,1,0))))'
ENGINE	AI737	'=IF($A737="","",IF($AH737<>"","BLOCKED",IF(CALC!$S737=1,"PENDING LINE",IF(CALC!$Q737=1,"STALE LINE",IF($AE737="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF737<>"",AND($G737="FCS",$I737=""),AND($H737="FCS",$J737="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B737="",$C737=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A737="","",IF($AH737<>"","BLOCKED",IF($AG737<>"","FCS — NO PLAY",IF(CALC!$S737=1,"PENDING LINE",IF(CALC!$Q737=1,"STALE LINE",IF($AE737="QB UNCERTAIN","QB UNCERTAIN",IF($AF737<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B737="",$C737=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ737	'=IF(OR($AI737="",$AI737="BLOCKED",$AI737="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z737<SETTINGS!$B$24,1,0)-IF($AE737="QB UNCERTAIN",1,0)-IF($AF737<>"",1,0)-IF($AG737<>"",1,0)+IF(CALC!$Z737>=6,1,0))))'	'=IF(OR($AI737="",$AI737="BLOCKED",$AI737="PENDING LINE",$AI737="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z737<SETTINGS!$B$24,1,0)-IF($AE737="QB UNCERTAIN",1,0)-IF($AF737<>"",1,0)-IF($AG737<>"",1,0)+IF(CALC!$Z737>=6,1,0))))'
ENGINE	AI738	'=IF($A738="","",IF($AH738<>"","BLOCKED",IF(CALC!$S738=1,"PENDING LINE",IF(CALC!$Q738=1,"STALE LINE",IF($AE738="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF738<>"",AND($G738="FCS",$I738=""),AND($H738="FCS",$J738="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B738="",$C738=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A738="","",IF($AH738<>"","BLOCKED",IF($AG738<>"","FCS — NO PLAY",IF(CALC!$S738=1,"PENDING LINE",IF(CALC!$Q738=1,"STALE LINE",IF($AE738="QB UNCERTAIN","QB UNCERTAIN",IF($AF738<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B738="",$C738=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ738	'=IF(OR($AI738="",$AI738="BLOCKED",$AI738="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z738<SETTINGS!$B$24,1,0)-IF($AE738="QB UNCERTAIN",1,0)-IF($AF738<>"",1,0)-IF($AG738<>"",1,0)+IF(CALC!$Z738>=6,1,0))))'	'=IF(OR($AI738="",$AI738="BLOCKED",$AI738="PENDING LINE",$AI738="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z738<SETTINGS!$B$24,1,0)-IF($AE738="QB UNCERTAIN",1,0)-IF($AF738<>"",1,0)-IF($AG738<>"",1,0)+IF(CALC!$Z738>=6,1,0))))'
ENGINE	AI739	'=IF($A739="","",IF($AH739<>"","BLOCKED",IF(CALC!$S739=1,"PENDING LINE",IF(CALC!$Q739=1,"STALE LINE",IF($AE739="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF739<>"",AND($G739="FCS",$I739=""),AND($H739="FCS",$J739="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B739="",$C739=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A739="","",IF($AH739<>"","BLOCKED",IF($AG739<>"","FCS — NO PLAY",IF(CALC!$S739=1,"PENDING LINE",IF(CALC!$Q739=1,"STALE LINE",IF($AE739="QB UNCERTAIN","QB UNCERTAIN",IF($AF739<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B739="",$C739=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ739	'=IF(OR($AI739="",$AI739="BLOCKED",$AI739="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z739<SETTINGS!$B$24,1,0)-IF($AE739="QB UNCERTAIN",1,0)-IF($AF739<>"",1,0)-IF($AG739<>"",1,0)+IF(CALC!$Z739>=6,1,0))))'	'=IF(OR($AI739="",$AI739="BLOCKED",$AI739="PENDING LINE",$AI739="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z739<SETTINGS!$B$24,1,0)-IF($AE739="QB UNCERTAIN",1,0)-IF($AF739<>"",1,0)-IF($AG739<>"",1,0)+IF(CALC!$Z739>=6,1,0))))'
ENGINE	AI740	'=IF($A740="","",IF($AH740<>"","BLOCKED",IF(CALC!$S740=1,"PENDING LINE",IF(CALC!$Q740=1,"STALE LINE",IF($AE740="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF740<>"",AND($G740="FCS",$I740=""),AND($H740="FCS",$J740="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B740="",$C740=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A740="","",IF($AH740<>"","BLOCKED",IF($AG740<>"","FCS — NO PLAY",IF(CALC!$S740=1,"PENDING LINE",IF(CALC!$Q740=1,"STALE LINE",IF($AE740="QB UNCERTAIN","QB UNCERTAIN",IF($AF740<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B740="",$C740=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ740	'=IF(OR($AI740="",$AI740="BLOCKED",$AI740="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z740<SETTINGS!$B$24,1,0)-IF($AE740="QB UNCERTAIN",1,0)-IF($AF740<>"",1,0)-IF($AG740<>"",1,0)+IF(CALC!$Z740>=6,1,0))))'	'=IF(OR($AI740="",$AI740="BLOCKED",$AI740="PENDING LINE",$AI740="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z740<SETTINGS!$B$24,1,0)-IF($AE740="QB UNCERTAIN",1,0)-IF($AF740<>"",1,0)-IF($AG740<>"",1,0)+IF(CALC!$Z740>=6,1,0))))'
ENGINE	AI741	'=IF($A741="","",IF($AH741<>"","BLOCKED",IF(CALC!$S741=1,"PENDING LINE",IF(CALC!$Q741=1,"STALE LINE",IF($AE741="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF741<>"",AND($G741="FCS",$I741=""),AND($H741="FCS",$J741="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B741="",$C741=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A741="","",IF($AH741<>"","BLOCKED",IF($AG741<>"","FCS — NO PLAY",IF(CALC!$S741=1,"PENDING LINE",IF(CALC!$Q741=1,"STALE LINE",IF($AE741="QB UNCERTAIN","QB UNCERTAIN",IF($AF741<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B741="",$C741=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ741	'=IF(OR($AI741="",$AI741="BLOCKED",$AI741="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z741<SETTINGS!$B$24,1,0)-IF($AE741="QB UNCERTAIN",1,0)-IF($AF741<>"",1,0)-IF($AG741<>"",1,0)+IF(CALC!$Z741>=6,1,0))))'	'=IF(OR($AI741="",$AI741="BLOCKED",$AI741="PENDING LINE",$AI741="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z741<SETTINGS!$B$24,1,0)-IF($AE741="QB UNCERTAIN",1,0)-IF($AF741<>"",1,0)-IF($AG741<>"",1,0)+IF(CALC!$Z741>=6,1,0))))'
ENGINE	AI742	'=IF($A742="","",IF($AH742<>"","BLOCKED",IF(CALC!$S742=1,"PENDING LINE",IF(CALC!$Q742=1,"STALE LINE",IF($AE742="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF742<>"",AND($G742="FCS",$I742=""),AND($H742="FCS",$J742="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B742="",$C742=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A742="","",IF($AH742<>"","BLOCKED",IF($AG742<>"","FCS — NO PLAY",IF(CALC!$S742=1,"PENDING LINE",IF(CALC!$Q742=1,"STALE LINE",IF($AE742="QB UNCERTAIN","QB UNCERTAIN",IF($AF742<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B742="",$C742=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ742	'=IF(OR($AI742="",$AI742="BLOCKED",$AI742="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z742<SETTINGS!$B$24,1,0)-IF($AE742="QB UNCERTAIN",1,0)-IF($AF742<>"",1,0)-IF($AG742<>"",1,0)+IF(CALC!$Z742>=6,1,0))))'	'=IF(OR($AI742="",$AI742="BLOCKED",$AI742="PENDING LINE",$AI742="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z742<SETTINGS!$B$24,1,0)-IF($AE742="QB UNCERTAIN",1,0)-IF($AF742<>"",1,0)-IF($AG742<>"",1,0)+IF(CALC!$Z742>=6,1,0))))'
ENGINE	AI743	'=IF($A743="","",IF($AH743<>"","BLOCKED",IF(CALC!$S743=1,"PENDING LINE",IF(CALC!$Q743=1,"STALE LINE",IF($AE743="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF743<>"",AND($G743="FCS",$I743=""),AND($H743="FCS",$J743="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B743="",$C743=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A743="","",IF($AH743<>"","BLOCKED",IF($AG743<>"","FCS — NO PLAY",IF(CALC!$S743=1,"PENDING LINE",IF(CALC!$Q743=1,"STALE LINE",IF($AE743="QB UNCERTAIN","QB UNCERTAIN",IF($AF743<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B743="",$C743=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ743	'=IF(OR($AI743="",$AI743="BLOCKED",$AI743="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z743<SETTINGS!$B$24,1,0)-IF($AE743="QB UNCERTAIN",1,0)-IF($AF743<>"",1,0)-IF($AG743<>"",1,0)+IF(CALC!$Z743>=6,1,0))))'	'=IF(OR($AI743="",$AI743="BLOCKED",$AI743="PENDING LINE",$AI743="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z743<SETTINGS!$B$24,1,0)-IF($AE743="QB UNCERTAIN",1,0)-IF($AF743<>"",1,0)-IF($AG743<>"",1,0)+IF(CALC!$Z743>=6,1,0))))'
ENGINE	AI744	'=IF($A744="","",IF($AH744<>"","BLOCKED",IF(CALC!$S744=1,"PENDING LINE",IF(CALC!$Q744=1,"STALE LINE",IF($AE744="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF744<>"",AND($G744="FCS",$I744=""),AND($H744="FCS",$J744="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B744="",$C744=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A744="","",IF($AH744<>"","BLOCKED",IF($AG744<>"","FCS — NO PLAY",IF(CALC!$S744=1,"PENDING LINE",IF(CALC!$Q744=1,"STALE LINE",IF($AE744="QB UNCERTAIN","QB UNCERTAIN",IF($AF744<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B744="",$C744=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ744	'=IF(OR($AI744="",$AI744="BLOCKED",$AI744="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z744<SETTINGS!$B$24,1,0)-IF($AE744="QB UNCERTAIN",1,0)-IF($AF744<>"",1,0)-IF($AG744<>"",1,0)+IF(CALC!$Z744>=6,1,0))))'	'=IF(OR($AI744="",$AI744="BLOCKED",$AI744="PENDING LINE",$AI744="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z744<SETTINGS!$B$24,1,0)-IF($AE744="QB UNCERTAIN",1,0)-IF($AF744<>"",1,0)-IF($AG744<>"",1,0)+IF(CALC!$Z744>=6,1,0))))'
ENGINE	AI745	'=IF($A745="","",IF($AH745<>"","BLOCKED",IF(CALC!$S745=1,"PENDING LINE",IF(CALC!$Q745=1,"STALE LINE",IF($AE745="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF745<>"",AND($G745="FCS",$I745=""),AND($H745="FCS",$J745="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B745="",$C745=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A745="","",IF($AH745<>"","BLOCKED",IF($AG745<>"","FCS — NO PLAY",IF(CALC!$S745=1,"PENDING LINE",IF(CALC!$Q745=1,"STALE LINE",IF($AE745="QB UNCERTAIN","QB UNCERTAIN",IF($AF745<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B745="",$C745=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ745	'=IF(OR($AI745="",$AI745="BLOCKED",$AI745="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z745<SETTINGS!$B$24,1,0)-IF($AE745="QB UNCERTAIN",1,0)-IF($AF745<>"",1,0)-IF($AG745<>"",1,0)+IF(CALC!$Z745>=6,1,0))))'	'=IF(OR($AI745="",$AI745="BLOCKED",$AI745="PENDING LINE",$AI745="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z745<SETTINGS!$B$24,1,0)-IF($AE745="QB UNCERTAIN",1,0)-IF($AF745<>"",1,0)-IF($AG745<>"",1,0)+IF(CALC!$Z745>=6,1,0))))'
ENGINE	AI746	'=IF($A746="","",IF($AH746<>"","BLOCKED",IF(CALC!$S746=1,"PENDING LINE",IF(CALC!$Q746=1,"STALE LINE",IF($AE746="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF746<>"",AND($G746="FCS",$I746=""),AND($H746="FCS",$J746="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B746="",$C746=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A746="","",IF($AH746<>"","BLOCKED",IF($AG746<>"","FCS — NO PLAY",IF(CALC!$S746=1,"PENDING LINE",IF(CALC!$Q746=1,"STALE LINE",IF($AE746="QB UNCERTAIN","QB UNCERTAIN",IF($AF746<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B746="",$C746=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ746	'=IF(OR($AI746="",$AI746="BLOCKED",$AI746="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z746<SETTINGS!$B$24,1,0)-IF($AE746="QB UNCERTAIN",1,0)-IF($AF746<>"",1,0)-IF($AG746<>"",1,0)+IF(CALC!$Z746>=6,1,0))))'	'=IF(OR($AI746="",$AI746="BLOCKED",$AI746="PENDING LINE",$AI746="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z746<SETTINGS!$B$24,1,0)-IF($AE746="QB UNCERTAIN",1,0)-IF($AF746<>"",1,0)-IF($AG746<>"",1,0)+IF(CALC!$Z746>=6,1,0))))'
ENGINE	AI747	'=IF($A747="","",IF($AH747<>"","BLOCKED",IF(CALC!$S747=1,"PENDING LINE",IF(CALC!$Q747=1,"STALE LINE",IF($AE747="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF747<>"",AND($G747="FCS",$I747=""),AND($H747="FCS",$J747="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B747="",$C747=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A747="","",IF($AH747<>"","BLOCKED",IF($AG747<>"","FCS — NO PLAY",IF(CALC!$S747=1,"PENDING LINE",IF(CALC!$Q747=1,"STALE LINE",IF($AE747="QB UNCERTAIN","QB UNCERTAIN",IF($AF747<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B747="",$C747=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ747	'=IF(OR($AI747="",$AI747="BLOCKED",$AI747="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z747<SETTINGS!$B$24,1,0)-IF($AE747="QB UNCERTAIN",1,0)-IF($AF747<>"",1,0)-IF($AG747<>"",1,0)+IF(CALC!$Z747>=6,1,0))))'	'=IF(OR($AI747="",$AI747="BLOCKED",$AI747="PENDING LINE",$AI747="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z747<SETTINGS!$B$24,1,0)-IF($AE747="QB UNCERTAIN",1,0)-IF($AF747<>"",1,0)-IF($AG747<>"",1,0)+IF(CALC!$Z747>=6,1,0))))'
ENGINE	AI748	'=IF($A748="","",IF($AH748<>"","BLOCKED",IF(CALC!$S748=1,"PENDING LINE",IF(CALC!$Q748=1,"STALE LINE",IF($AE748="QB UNCERTAIN","QB UNCERTAIN",IF(OR($AF748<>"",AND($G748="FCS",$I748=""),AND($H748="FCS",$J748="")),"FCS/TRANSITION UNCERTAIN",IF(OR($B748="",$C748=""),"DATA INCOMPLETE","READY")))))))'	'=IF($A748="","",IF($AH748<>"","BLOCKED",IF($AG748<>"","FCS — NO PLAY",IF(CALC!$S748=1,"PENDING LINE",IF(CALC!$Q748=1,"STALE LINE",IF($AE748="QB UNCERTAIN","QB UNCERTAIN",IF($AF748<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B748="",$C748=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AJ748	'=IF(OR($AI748="",$AI748="BLOCKED",$AI748="PENDING LINE"),"",MAX(1,MIN(5,3-IF(CALC!$Z748<SETTINGS!$B$24,1,0)-IF($AE748="QB UNCERTAIN",1,0)-IF($AF748<>"",1,0)-IF($AG748<>"",1,0)+IF(CALC!$Z748>=6,1,0))))'	'=IF(OR($AI748="",$AI748="BLOCKED",$AI748="PENDING LINE",$AI748="FCS — NO PLAY"),"",MAX(1,MIN(5,3-IF(CALC!$Z748<SETTINGS!$B$24,1,0)-IF($AE748="QB UNCERTAIN",1,0)-IF($AF748<>"",1,0)-IF($AG748<>"",1,0)+IF(CALC!$Z748>=6,1,0))))'
