sheet,cell,row,column,live,authoritative,why
ENGINE,AB458,458,28,"=IF($AA458="""","""",IF(ABS($AA458)<SETTINGS!$B$8*2,"""",IF(ABS($AA458)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI458<>""READY"",ABS($AA458)<SETTINGS!$B$10*2,$AF458<>"""",$AG458<>""""),""INVESTIGATE"",""BET""))))","=IF($AA458="""","""",IF(ABS($AA458)<SETTINGS!$B$49,"""",IF(ABS($AA458)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI458<>""READY"",ABS($AA458)<SETTINGS!$B$51,$AF458<>"""",$AG458<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB459,459,28,"=IF($AA459="""","""",IF(ABS($AA459)<SETTINGS!$B$8*2,"""",IF(ABS($AA459)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI459<>""READY"",ABS($AA459)<SETTINGS!$B$10*2,$AF459<>"""",$AG459<>""""),""INVESTIGATE"",""BET""))))","=IF($AA459="""","""",IF(ABS($AA459)<SETTINGS!$B$49,"""",IF(ABS($AA459)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI459<>""READY"",ABS($AA459)<SETTINGS!$B$51,$AF459<>"""",$AG459<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB460,460,28,"=IF($AA460="""","""",IF(ABS($AA460)<SETTINGS!$B$8*2,"""",IF(ABS($AA460)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI460<>""READY"",ABS($AA460)<SETTINGS!$B$10*2,$AF460<>"""",$AG460<>""""),""INVESTIGATE"",""BET""))))","=IF($AA460="""","""",IF(ABS($AA460)<SETTINGS!$B$49,"""",IF(ABS($AA460)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI460<>""READY"",ABS($AA460)<SETTINGS!$B$51,$AF460<>"""",$AG460<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB461,461,28,"=IF($AA461="""","""",IF(ABS($AA461)<SETTINGS!$B$8*2,"""",IF(ABS($AA461)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI461<>""READY"",ABS($AA461)<SETTINGS!$B$10*2,$AF461<>"""",$AG461<>""""),""INVESTIGATE"",""BET""))))","=IF($AA461="""","""",IF(ABS($AA461)<SETTINGS!$B$49,"""",IF(ABS($AA461)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI461<>""READY"",ABS($AA461)<SETTINGS!$B$51,$AF461<>"""",$AG461<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB462,462,28,"=IF($AA462="""","""",IF(ABS($AA462)<SETTINGS!$B$8*2,"""",IF(ABS($AA462)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI462<>""READY"",ABS($AA462)<SETTINGS!$B$10*2,$AF462<>"""",$AG462<>""""),""INVESTIGATE"",""BET""))))","=IF($AA462="""","""",IF(ABS($AA462)<SETTINGS!$B$49,"""",IF(ABS($AA462)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI462<>""READY"",ABS($AA462)<SETTINGS!$B$51,$AF462<>"""",$AG462<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB463,463,28,"=IF($AA463="""","""",IF(ABS($AA463)<SETTINGS!$B$8*2,"""",IF(ABS($AA463)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI463<>""READY"",ABS($AA463)<SETTINGS!$B$10*2,$AF463<>"""",$AG463<>""""),""INVESTIGATE"",""BET""))))","=IF($AA463="""","""",IF(ABS($AA463)<SETTINGS!$B$49,"""",IF(ABS($AA463)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI463<>""READY"",ABS($AA463)<SETTINGS!$B$51,$AF463<>"""",$AG463<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB464,464,28,"=IF($AA464="""","""",IF(ABS($AA464)<SETTINGS!$B$8*2,"""",IF(ABS($AA464)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI464<>""READY"",ABS($AA464)<SETTINGS!$B$10*2,$AF464<>"""",$AG464<>""""),""INVESTIGATE"",""BET""))))","=IF($AA464="""","""",IF(ABS($AA464)<SETTINGS!$B$49,"""",IF(ABS($AA464)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI464<>""READY"",ABS($AA464)<SETTINGS!$B$51,$AF464<>"""",$AG464<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB465,465,28,"=IF($AA465="""","""",IF(ABS($AA465)<SETTINGS!$B$8*2,"""",IF(ABS($AA465)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI465<>""READY"",ABS($AA465)<SETTINGS!$B$10*2,$AF465<>"""",$AG465<>""""),""INVESTIGATE"",""BET""))))","=IF($AA465="""","""",IF(ABS($AA465)<SETTINGS!$B$49,"""",IF(ABS($AA465)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI465<>""READY"",ABS($AA465)<SETTINGS!$B$51,$AF465<>"""",$AG465<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB466,466,28,"=IF($AA466="""","""",IF(ABS($AA466)<SETTINGS!$B$8*2,"""",IF(ABS($AA466)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI466<>""READY"",ABS($AA466)<SETTINGS!$B$10*2,$AF466<>"""",$AG466<>""""),""INVESTIGATE"",""BET""))))","=IF($AA466="""","""",IF(ABS($AA466)<SETTINGS!$B$49,"""",IF(ABS($AA466)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI466<>""READY"",ABS($AA466)<SETTINGS!$B$51,$AF466<>"""",$AG466<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB467,467,28,"=IF($AA467="""","""",IF(ABS($AA467)<SETTINGS!$B$8*2,"""",IF(ABS($AA467)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI467<>""READY"",ABS($AA467)<SETTINGS!$B$10*2,$AF467<>"""",$AG467<>""""),""INVESTIGATE"",""BET""))))","=IF($AA467="""","""",IF(ABS($AA467)<SETTINGS!$B$49,"""",IF(ABS($AA467)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI467<>""READY"",ABS($AA467)<SETTINGS!$B$51,$AF467<>"""",$AG467<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB468,468,28,"=IF($AA468="""","""",IF(ABS($AA468)<SETTINGS!$B$8*2,"""",IF(ABS($AA468)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI468<>""READY"",ABS($AA468)<SETTINGS!$B$10*2,$AF468<>"""",$AG468<>""""),""INVESTIGATE"",""BET""))))","=IF($AA468="""","""",IF(ABS($AA468)<SETTINGS!$B$49,"""",IF(ABS($AA468)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI468<>""READY"",ABS($AA468)<SETTINGS!$B$51,$AF468<>"""",$AG468<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB469,469,28,"=IF($AA469="""","""",IF(ABS($AA469)<SETTINGS!$B$8*2,"""",IF(ABS($AA469)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI469<>""READY"",ABS($AA469)<SETTINGS!$B$10*2,$AF469<>"""",$AG469<>""""),""INVESTIGATE"",""BET""))))","=IF($AA469="""","""",IF(ABS($AA469)<SETTINGS!$B$49,"""",IF(ABS($AA469)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI469<>""READY"",ABS($AA469)<SETTINGS!$B$51,$AF469<>"""",$AG469<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB470,470,28,"=IF($AA470="""","""",IF(ABS($AA470)<SETTINGS!$B$8*2,"""",IF(ABS($AA470)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI470<>""READY"",ABS($AA470)<SETTINGS!$B$10*2,$AF470<>"""",$AG470<>""""),""INVESTIGATE"",""BET""))))","=IF($AA470="""","""",IF(ABS($AA470)<SETTINGS!$B$49,"""",IF(ABS($AA470)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI470<>""READY"",ABS($AA470)<SETTINGS!$B$51,$AF470<>"""",$AG470<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB471,471,28,"=IF($AA471="""","""",IF(ABS($AA471)<SETTINGS!$B$8*2,"""",IF(ABS($AA471)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI471<>""READY"",ABS($AA471)<SETTINGS!$B$10*2,$AF471<>"""",$AG471<>""""),""INVESTIGATE"",""BET""))))","=IF($AA471="""","""",IF(ABS($AA471)<SETTINGS!$B$49,"""",IF(ABS($AA471)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI471<>""READY"",ABS($AA471)<SETTINGS!$B$51,$AF471<>"""",$AG471<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB472,472,28,"=IF($AA472="""","""",IF(ABS($AA472)<SETTINGS!$B$8*2,"""",IF(ABS($AA472)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI472<>""READY"",ABS($AA472)<SETTINGS!$B$10*2,$AF472<>"""",$AG472<>""""),""INVESTIGATE"",""BET""))))","=IF($AA472="""","""",IF(ABS($AA472)<SETTINGS!$B$49,"""",IF(ABS($AA472)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI472<>""READY"",ABS($AA472)<SETTINGS!$B$51,$AF472<>"""",$AG472<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB473,473,28,"=IF($AA473="""","""",IF(ABS($AA473)<SETTINGS!$B$8*2,"""",IF(ABS($AA473)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI473<>""READY"",ABS($AA473)<SETTINGS!$B$10*2,$AF473<>"""",$AG473<>""""),""INVESTIGATE"",""BET""))))","=IF($AA473="""","""",IF(ABS($AA473)<SETTINGS!$B$49,"""",IF(ABS($AA473)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI473<>""READY"",ABS($AA473)<SETTINGS!$B$51,$AF473<>"""",$AG473<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB474,474,28,"=IF($AA474="""","""",IF(ABS($AA474)<SETTINGS!$B$8*2,"""",IF(ABS($AA474)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI474<>""READY"",ABS($AA474)<SETTINGS!$B$10*2,$AF474<>"""",$AG474<>""""),""INVESTIGATE"",""BET""))))","=IF($AA474="""","""",IF(ABS($AA474)<SETTINGS!$B$49,"""",IF(ABS($AA474)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI474<>""READY"",ABS($AA474)<SETTINGS!$B$51,$AF474<>"""",$AG474<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB475,475,28,"=IF($AA475="""","""",IF(ABS($AA475)<SETTINGS!$B$8*2,"""",IF(ABS($AA475)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI475<>""READY"",ABS($AA475)<SETTINGS!$B$10*2,$AF475<>"""",$AG475<>""""),""INVESTIGATE"",""BET""))))","=IF($AA475="""","""",IF(ABS($AA475)<SETTINGS!$B$49,"""",IF(ABS($AA475)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI475<>""READY"",ABS($AA475)<SETTINGS!$B$51,$AF475<>"""",$AG475<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB476,476,28,"=IF($AA476="""","""",IF(ABS($AA476)<SETTINGS!$B$8*2,"""",IF(ABS($AA476)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI476<>""READY"",ABS($AA476)<SETTINGS!$B$10*2,$AF476<>"""",$AG476<>""""),""INVESTIGATE"",""BET""))))","=IF($AA476="""","""",IF(ABS($AA476)<SETTINGS!$B$49,"""",IF(ABS($AA476)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI476<>""READY"",ABS($AA476)<SETTINGS!$B$51,$AF476<>"""",$AG476<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB477,477,28,"=IF($AA477="""","""",IF(ABS($AA477)<SETTINGS!$B$8*2,"""",IF(ABS($AA477)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI477<>""READY"",ABS($AA477)<SETTINGS!$B$10*2,$AF477<>"""",$AG477<>""""),""INVESTIGATE"",""BET""))))","=IF($AA477="""","""",IF(ABS($AA477)<SETTINGS!$B$49,"""",IF(ABS($AA477)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI477<>""READY"",ABS($AA477)<SETTINGS!$B$51,$AF477<>"""",$AG477<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB478,478,28,"=IF($AA478="""","""",IF(ABS($AA478)<SETTINGS!$B$8*2,"""",IF(ABS($AA478)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI478<>""READY"",ABS($AA478)<SETTINGS!$B$10*2,$AF478<>"""",$AG478<>""""),""INVESTIGATE"",""BET""))))","=IF($AA478="""","""",IF(ABS($AA478)<SETTINGS!$B$49,"""",IF(ABS($AA478)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI478<>""READY"",ABS($AA478)<SETTINGS!$B$51,$AF478<>"""",$AG478<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB479,479,28,"=IF($AA479="""","""",IF(ABS($AA479)<SETTINGS!$B$8*2,"""",IF(ABS($AA479)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI479<>""READY"",ABS($AA479)<SETTINGS!$B$10*2,$AF479<>"""",$AG479<>""""),""INVESTIGATE"",""BET""))))","=IF($AA479="""","""",IF(ABS($AA479)<SETTINGS!$B$49,"""",IF(ABS($AA479)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI479<>""READY"",ABS($AA479)<SETTINGS!$B$51,$AF479<>"""",$AG479<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB480,480,28,"=IF($AA480="""","""",IF(ABS($AA480)<SETTINGS!$B$8*2,"""",IF(ABS($AA480)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI480<>""READY"",ABS($AA480)<SETTINGS!$B$10*2,$AF480<>"""",$AG480<>""""),""INVESTIGATE"",""BET""))))","=IF($AA480="""","""",IF(ABS($AA480)<SETTINGS!$B$49,"""",IF(ABS($AA480)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI480<>""READY"",ABS($AA480)<SETTINGS!$B$51,$AF480<>"""",$AG480<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB481,481,28,"=IF($AA481="""","""",IF(ABS($AA481)<SETTINGS!$B$8*2,"""",IF(ABS($AA481)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI481<>""READY"",ABS($AA481)<SETTINGS!$B$10*2,$AF481<>"""",$AG481<>""""),""INVESTIGATE"",""BET""))))","=IF($AA481="""","""",IF(ABS($AA481)<SETTINGS!$B$49,"""",IF(ABS($AA481)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI481<>""READY"",ABS($AA481)<SETTINGS!$B$51,$AF481<>"""",$AG481<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB482,482,28,"=IF($AA482="""","""",IF(ABS($AA482)<SETTINGS!$B$8*2,"""",IF(ABS($AA482)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI482<>""READY"",ABS($AA482)<SETTINGS!$B$10*2,$AF482<>"""",$AG482<>""""),""INVESTIGATE"",""BET""))))","=IF($AA482="""","""",IF(ABS($AA482)<SETTINGS!$B$49,"""",IF(ABS($AA482)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI482<>""READY"",ABS($AA482)<SETTINGS!$B$51,$AF482<>"""",$AG482<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB483,483,28,"=IF($AA483="""","""",IF(ABS($AA483)<SETTINGS!$B$8*2,"""",IF(ABS($AA483)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI483<>""READY"",ABS($AA483)<SETTINGS!$B$10*2,$AF483<>"""",$AG483<>""""),""INVESTIGATE"",""BET""))))","=IF($AA483="""","""",IF(ABS($AA483)<SETTINGS!$B$49,"""",IF(ABS($AA483)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI483<>""READY"",ABS($AA483)<SETTINGS!$B$51,$AF483<>"""",$AG483<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB484,484,28,"=IF($AA484="""","""",IF(ABS($AA484)<SETTINGS!$B$8*2,"""",IF(ABS($AA484)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI484<>""READY"",ABS($AA484)<SETTINGS!$B$10*2,$AF484<>"""",$AG484<>""""),""INVESTIGATE"",""BET""))))","=IF($AA484="""","""",IF(ABS($AA484)<SETTINGS!$B$49,"""",IF(ABS($AA484)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI484<>""READY"",ABS($AA484)<SETTINGS!$B$51,$AF484<>"""",$AG484<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB485,485,28,"=IF($AA485="""","""",IF(ABS($AA485)<SETTINGS!$B$8*2,"""",IF(ABS($AA485)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI485<>""READY"",ABS($AA485)<SETTINGS!$B$10*2,$AF485<>"""",$AG485<>""""),""INVESTIGATE"",""BET""))))","=IF($AA485="""","""",IF(ABS($AA485)<SETTINGS!$B$49,"""",IF(ABS($AA485)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI485<>""READY"",ABS($AA485)<SETTINGS!$B$51,$AF485<>"""",$AG485<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB486,486,28,"=IF($AA486="""","""",IF(ABS($AA486)<SETTINGS!$B$8*2,"""",IF(ABS($AA486)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI486<>""READY"",ABS($AA486)<SETTINGS!$B$10*2,$AF486<>"""",$AG486<>""""),""INVESTIGATE"",""BET""))))","=IF($AA486="""","""",IF(ABS($AA486)<SETTINGS!$B$49,"""",IF(ABS($AA486)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI486<>""READY"",ABS($AA486)<SETTINGS!$B$51,$AF486<>"""",$AG486<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB487,487,28,"=IF($AA487="""","""",IF(ABS($AA487)<SETTINGS!$B$8*2,"""",IF(ABS($AA487)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI487<>""READY"",ABS($AA487)<SETTINGS!$B$10*2,$AF487<>"""",$AG487<>""""),""INVESTIGATE"",""BET""))))","=IF($AA487="""","""",IF(ABS($AA487)<SETTINGS!$B$49,"""",IF(ABS($AA487)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI487<>""READY"",ABS($AA487)<SETTINGS!$B$51,$AF487<>"""",$AG487<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB488,488,28,"=IF($AA488="""","""",IF(ABS($AA488)<SETTINGS!$B$8*2,"""",IF(ABS($AA488)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI488<>""READY"",ABS($AA488)<SETTINGS!$B$10*2,$AF488<>"""",$AG488<>""""),""INVESTIGATE"",""BET""))))","=IF($AA488="""","""",IF(ABS($AA488)<SETTINGS!$B$49,"""",IF(ABS($AA488)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI488<>""READY"",ABS($AA488)<SETTINGS!$B$51,$AF488<>"""",$AG488<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB489,489,28,"=IF($AA489="""","""",IF(ABS($AA489)<SETTINGS!$B$8*2,"""",IF(ABS($AA489)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI489<>""READY"",ABS($AA489)<SETTINGS!$B$10*2,$AF489<>"""",$AG489<>""""),""INVESTIGATE"",""BET""))))","=IF($AA489="""","""",IF(ABS($AA489)<SETTINGS!$B$49,"""",IF(ABS($AA489)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI489<>""READY"",ABS($AA489)<SETTINGS!$B$51,$AF489<>"""",$AG489<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB490,490,28,"=IF($AA490="""","""",IF(ABS($AA490)<SETTINGS!$B$8*2,"""",IF(ABS($AA490)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI490<>""READY"",ABS($AA490)<SETTINGS!$B$10*2,$AF490<>"""",$AG490<>""""),""INVESTIGATE"",""BET""))))","=IF($AA490="""","""",IF(ABS($AA490)<SETTINGS!$B$49,"""",IF(ABS($AA490)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI490<>""READY"",ABS($AA490)<SETTINGS!$B$51,$AF490<>"""",$AG490<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB491,491,28,"=IF($AA491="""","""",IF(ABS($AA491)<SETTINGS!$B$8*2,"""",IF(ABS($AA491)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI491<>""READY"",ABS($AA491)<SETTINGS!$B$10*2,$AF491<>"""",$AG491<>""""),""INVESTIGATE"",""BET""))))","=IF($AA491="""","""",IF(ABS($AA491)<SETTINGS!$B$49,"""",IF(ABS($AA491)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI491<>""READY"",ABS($AA491)<SETTINGS!$B$51,$AF491<>"""",$AG491<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB492,492,28,"=IF($AA492="""","""",IF(ABS($AA492)<SETTINGS!$B$8*2,"""",IF(ABS($AA492)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI492<>""READY"",ABS($AA492)<SETTINGS!$B$10*2,$AF492<>"""",$AG492<>""""),""INVESTIGATE"",""BET""))))","=IF($AA492="""","""",IF(ABS($AA492)<SETTINGS!$B$49,"""",IF(ABS($AA492)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI492<>""READY"",ABS($AA492)<SETTINGS!$B$51,$AF492<>"""",$AG492<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB493,493,28,"=IF($AA493="""","""",IF(ABS($AA493)<SETTINGS!$B$8*2,"""",IF(ABS($AA493)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI493<>""READY"",ABS($AA493)<SETTINGS!$B$10*2,$AF493<>"""",$AG493<>""""),""INVESTIGATE"",""BET""))))","=IF($AA493="""","""",IF(ABS($AA493)<SETTINGS!$B$49,"""",IF(ABS($AA493)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI493<>""READY"",ABS($AA493)<SETTINGS!$B$51,$AF493<>"""",$AG493<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB494,494,28,"=IF($AA494="""","""",IF(ABS($AA494)<SETTINGS!$B$8*2,"""",IF(ABS($AA494)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI494<>""READY"",ABS($AA494)<SETTINGS!$B$10*2,$AF494<>"""",$AG494<>""""),""INVESTIGATE"",""BET""))))","=IF($AA494="""","""",IF(ABS($AA494)<SETTINGS!$B$49,"""",IF(ABS($AA494)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI494<>""READY"",ABS($AA494)<SETTINGS!$B$51,$AF494<>"""",$AG494<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
ENGINE,AB495,495,28,"=IF($AA495="""","""",IF(ABS($AA495)<SETTINGS!$B$8*2,"""",IF(ABS($AA495)<SETTINGS!$B$9*2,""LEAN"",IF(OR(SETTINGS!$B$11<>""Y"",$AI495<>""READY"",ABS($AA495)<SETTINGS!$B$10*2,$AF495<>"""",$AG495<>""""),""INVESTIGATE"",""BET""))))","=IF($AA495="""","""",IF(ABS($AA495)<SETTINGS!$B$49,"""",IF(ABS($AA495)<SETTINGS!$B$50,""LEAN"",IF(OR(SETTINGS!$B$52<>""Y"",$AI495<>""READY"",ABS($AA495)<SETTINGS!$B$51,$AF495<>"""",$AG495<>""""),""INVESTIGATE"",""BET""))))",sync to authoritative v0.8.9
