sheet	cell	v0.5.1_value	v0.5.2_value
ENGINE	AI507	'=IF($A507="","",IF($AH507<>"","BLOCKED",IF($AG507<>"","FCS — NO PLAY",IF(CALC!$S507=1,"PENDING LINE",IF(CALC!$Q507=1,"STALE LINE",IF($AE507="QB UNCERTAIN","QB UNCERTAIN",IF($AF507<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B507="",$C507=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A507="","",IF($AH507<>"","BLOCKED",IF($AG507<>"","FCS — NO PLAY",IF(CALC!$S507=1,"PENDING LINE",IF(CALC!$Q507=1,"STALE LINE",IF($AE507="QB UNCERTAIN","QB UNCERTAIN",IF($AF507<>"","TRANSITION UNCERTAIN",IF(OR($B507="",$C507=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI508	'=IF($A508="","",IF($AH508<>"","BLOCKED",IF($AG508<>"","FCS — NO PLAY",IF(CALC!$S508=1,"PENDING LINE",IF(CALC!$Q508=1,"STALE LINE",IF($AE508="QB UNCERTAIN","QB UNCERTAIN",IF($AF508<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B508="",$C508=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A508="","",IF($AH508<>"","BLOCKED",IF($AG508<>"","FCS — NO PLAY",IF(CALC!$S508=1,"PENDING LINE",IF(CALC!$Q508=1,"STALE LINE",IF($AE508="QB UNCERTAIN","QB UNCERTAIN",IF($AF508<>"","TRANSITION UNCERTAIN",IF(OR($B508="",$C508=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI509	'=IF($A509="","",IF($AH509<>"","BLOCKED",IF($AG509<>"","FCS — NO PLAY",IF(CALC!$S509=1,"PENDING LINE",IF(CALC!$Q509=1,"STALE LINE",IF($AE509="QB UNCERTAIN","QB UNCERTAIN",IF($AF509<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B509="",$C509=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A509="","",IF($AH509<>"","BLOCKED",IF($AG509<>"","FCS — NO PLAY",IF(CALC!$S509=1,"PENDING LINE",IF(CALC!$Q509=1,"STALE LINE",IF($AE509="QB UNCERTAIN","QB UNCERTAIN",IF($AF509<>"","TRANSITION UNCERTAIN",IF(OR($B509="",$C509=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI510	'=IF($A510="","",IF($AH510<>"","BLOCKED",IF($AG510<>"","FCS — NO PLAY",IF(CALC!$S510=1,"PENDING LINE",IF(CALC!$Q510=1,"STALE LINE",IF($AE510="QB UNCERTAIN","QB UNCERTAIN",IF($AF510<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B510="",$C510=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A510="","",IF($AH510<>"","BLOCKED",IF($AG510<>"","FCS — NO PLAY",IF(CALC!$S510=1,"PENDING LINE",IF(CALC!$Q510=1,"STALE LINE",IF($AE510="QB UNCERTAIN","QB UNCERTAIN",IF($AF510<>"","TRANSITION UNCERTAIN",IF(OR($B510="",$C510=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI511	'=IF($A511="","",IF($AH511<>"","BLOCKED",IF($AG511<>"","FCS — NO PLAY",IF(CALC!$S511=1,"PENDING LINE",IF(CALC!$Q511=1,"STALE LINE",IF($AE511="QB UNCERTAIN","QB UNCERTAIN",IF($AF511<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B511="",$C511=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A511="","",IF($AH511<>"","BLOCKED",IF($AG511<>"","FCS — NO PLAY",IF(CALC!$S511=1,"PENDING LINE",IF(CALC!$Q511=1,"STALE LINE",IF($AE511="QB UNCERTAIN","QB UNCERTAIN",IF($AF511<>"","TRANSITION UNCERTAIN",IF(OR($B511="",$C511=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI512	'=IF($A512="","",IF($AH512<>"","BLOCKED",IF($AG512<>"","FCS — NO PLAY",IF(CALC!$S512=1,"PENDING LINE",IF(CALC!$Q512=1,"STALE LINE",IF($AE512="QB UNCERTAIN","QB UNCERTAIN",IF($AF512<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B512="",$C512=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A512="","",IF($AH512<>"","BLOCKED",IF($AG512<>"","FCS — NO PLAY",IF(CALC!$S512=1,"PENDING LINE",IF(CALC!$Q512=1,"STALE LINE",IF($AE512="QB UNCERTAIN","QB UNCERTAIN",IF($AF512<>"","TRANSITION UNCERTAIN",IF(OR($B512="",$C512=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI513	'=IF($A513="","",IF($AH513<>"","BLOCKED",IF($AG513<>"","FCS — NO PLAY",IF(CALC!$S513=1,"PENDING LINE",IF(CALC!$Q513=1,"STALE LINE",IF($AE513="QB UNCERTAIN","QB UNCERTAIN",IF($AF513<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B513="",$C513=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A513="","",IF($AH513<>"","BLOCKED",IF($AG513<>"","FCS — NO PLAY",IF(CALC!$S513=1,"PENDING LINE",IF(CALC!$Q513=1,"STALE LINE",IF($AE513="QB UNCERTAIN","QB UNCERTAIN",IF($AF513<>"","TRANSITION UNCERTAIN",IF(OR($B513="",$C513=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI514	'=IF($A514="","",IF($AH514<>"","BLOCKED",IF($AG514<>"","FCS — NO PLAY",IF(CALC!$S514=1,"PENDING LINE",IF(CALC!$Q514=1,"STALE LINE",IF($AE514="QB UNCERTAIN","QB UNCERTAIN",IF($AF514<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B514="",$C514=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A514="","",IF($AH514<>"","BLOCKED",IF($AG514<>"","FCS — NO PLAY",IF(CALC!$S514=1,"PENDING LINE",IF(CALC!$Q514=1,"STALE LINE",IF($AE514="QB UNCERTAIN","QB UNCERTAIN",IF($AF514<>"","TRANSITION UNCERTAIN",IF(OR($B514="",$C514=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI515	'=IF($A515="","",IF($AH515<>"","BLOCKED",IF($AG515<>"","FCS — NO PLAY",IF(CALC!$S515=1,"PENDING LINE",IF(CALC!$Q515=1,"STALE LINE",IF($AE515="QB UNCERTAIN","QB UNCERTAIN",IF($AF515<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B515="",$C515=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A515="","",IF($AH515<>"","BLOCKED",IF($AG515<>"","FCS — NO PLAY",IF(CALC!$S515=1,"PENDING LINE",IF(CALC!$Q515=1,"STALE LINE",IF($AE515="QB UNCERTAIN","QB UNCERTAIN",IF($AF515<>"","TRANSITION UNCERTAIN",IF(OR($B515="",$C515=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI516	'=IF($A516="","",IF($AH516<>"","BLOCKED",IF($AG516<>"","FCS — NO PLAY",IF(CALC!$S516=1,"PENDING LINE",IF(CALC!$Q516=1,"STALE LINE",IF($AE516="QB UNCERTAIN","QB UNCERTAIN",IF($AF516<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B516="",$C516=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A516="","",IF($AH516<>"","BLOCKED",IF($AG516<>"","FCS — NO PLAY",IF(CALC!$S516=1,"PENDING LINE",IF(CALC!$Q516=1,"STALE LINE",IF($AE516="QB UNCERTAIN","QB UNCERTAIN",IF($AF516<>"","TRANSITION UNCERTAIN",IF(OR($B516="",$C516=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI517	'=IF($A517="","",IF($AH517<>"","BLOCKED",IF($AG517<>"","FCS — NO PLAY",IF(CALC!$S517=1,"PENDING LINE",IF(CALC!$Q517=1,"STALE LINE",IF($AE517="QB UNCERTAIN","QB UNCERTAIN",IF($AF517<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B517="",$C517=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A517="","",IF($AH517<>"","BLOCKED",IF($AG517<>"","FCS — NO PLAY",IF(CALC!$S517=1,"PENDING LINE",IF(CALC!$Q517=1,"STALE LINE",IF($AE517="QB UNCERTAIN","QB UNCERTAIN",IF($AF517<>"","TRANSITION UNCERTAIN",IF(OR($B517="",$C517=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI518	'=IF($A518="","",IF($AH518<>"","BLOCKED",IF($AG518<>"","FCS — NO PLAY",IF(CALC!$S518=1,"PENDING LINE",IF(CALC!$Q518=1,"STALE LINE",IF($AE518="QB UNCERTAIN","QB UNCERTAIN",IF($AF518<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B518="",$C518=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A518="","",IF($AH518<>"","BLOCKED",IF($AG518<>"","FCS — NO PLAY",IF(CALC!$S518=1,"PENDING LINE",IF(CALC!$Q518=1,"STALE LINE",IF($AE518="QB UNCERTAIN","QB UNCERTAIN",IF($AF518<>"","TRANSITION UNCERTAIN",IF(OR($B518="",$C518=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI519	'=IF($A519="","",IF($AH519<>"","BLOCKED",IF($AG519<>"","FCS — NO PLAY",IF(CALC!$S519=1,"PENDING LINE",IF(CALC!$Q519=1,"STALE LINE",IF($AE519="QB UNCERTAIN","QB UNCERTAIN",IF($AF519<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B519="",$C519=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A519="","",IF($AH519<>"","BLOCKED",IF($AG519<>"","FCS — NO PLAY",IF(CALC!$S519=1,"PENDING LINE",IF(CALC!$Q519=1,"STALE LINE",IF($AE519="QB UNCERTAIN","QB UNCERTAIN",IF($AF519<>"","TRANSITION UNCERTAIN",IF(OR($B519="",$C519=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI520	'=IF($A520="","",IF($AH520<>"","BLOCKED",IF($AG520<>"","FCS — NO PLAY",IF(CALC!$S520=1,"PENDING LINE",IF(CALC!$Q520=1,"STALE LINE",IF($AE520="QB UNCERTAIN","QB UNCERTAIN",IF($AF520<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B520="",$C520=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A520="","",IF($AH520<>"","BLOCKED",IF($AG520<>"","FCS — NO PLAY",IF(CALC!$S520=1,"PENDING LINE",IF(CALC!$Q520=1,"STALE LINE",IF($AE520="QB UNCERTAIN","QB UNCERTAIN",IF($AF520<>"","TRANSITION UNCERTAIN",IF(OR($B520="",$C520=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI521	'=IF($A521="","",IF($AH521<>"","BLOCKED",IF($AG521<>"","FCS — NO PLAY",IF(CALC!$S521=1,"PENDING LINE",IF(CALC!$Q521=1,"STALE LINE",IF($AE521="QB UNCERTAIN","QB UNCERTAIN",IF($AF521<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B521="",$C521=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A521="","",IF($AH521<>"","BLOCKED",IF($AG521<>"","FCS — NO PLAY",IF(CALC!$S521=1,"PENDING LINE",IF(CALC!$Q521=1,"STALE LINE",IF($AE521="QB UNCERTAIN","QB UNCERTAIN",IF($AF521<>"","TRANSITION UNCERTAIN",IF(OR($B521="",$C521=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI522	'=IF($A522="","",IF($AH522<>"","BLOCKED",IF($AG522<>"","FCS — NO PLAY",IF(CALC!$S522=1,"PENDING LINE",IF(CALC!$Q522=1,"STALE LINE",IF($AE522="QB UNCERTAIN","QB UNCERTAIN",IF($AF522<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B522="",$C522=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A522="","",IF($AH522<>"","BLOCKED",IF($AG522<>"","FCS — NO PLAY",IF(CALC!$S522=1,"PENDING LINE",IF(CALC!$Q522=1,"STALE LINE",IF($AE522="QB UNCERTAIN","QB UNCERTAIN",IF($AF522<>"","TRANSITION UNCERTAIN",IF(OR($B522="",$C522=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI523	'=IF($A523="","",IF($AH523<>"","BLOCKED",IF($AG523<>"","FCS — NO PLAY",IF(CALC!$S523=1,"PENDING LINE",IF(CALC!$Q523=1,"STALE LINE",IF($AE523="QB UNCERTAIN","QB UNCERTAIN",IF($AF523<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B523="",$C523=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A523="","",IF($AH523<>"","BLOCKED",IF($AG523<>"","FCS — NO PLAY",IF(CALC!$S523=1,"PENDING LINE",IF(CALC!$Q523=1,"STALE LINE",IF($AE523="QB UNCERTAIN","QB UNCERTAIN",IF($AF523<>"","TRANSITION UNCERTAIN",IF(OR($B523="",$C523=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI524	'=IF($A524="","",IF($AH524<>"","BLOCKED",IF($AG524<>"","FCS — NO PLAY",IF(CALC!$S524=1,"PENDING LINE",IF(CALC!$Q524=1,"STALE LINE",IF($AE524="QB UNCERTAIN","QB UNCERTAIN",IF($AF524<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B524="",$C524=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A524="","",IF($AH524<>"","BLOCKED",IF($AG524<>"","FCS — NO PLAY",IF(CALC!$S524=1,"PENDING LINE",IF(CALC!$Q524=1,"STALE LINE",IF($AE524="QB UNCERTAIN","QB UNCERTAIN",IF($AF524<>"","TRANSITION UNCERTAIN",IF(OR($B524="",$C524=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI525	'=IF($A525="","",IF($AH525<>"","BLOCKED",IF($AG525<>"","FCS — NO PLAY",IF(CALC!$S525=1,"PENDING LINE",IF(CALC!$Q525=1,"STALE LINE",IF($AE525="QB UNCERTAIN","QB UNCERTAIN",IF($AF525<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B525="",$C525=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A525="","",IF($AH525<>"","BLOCKED",IF($AG525<>"","FCS — NO PLAY",IF(CALC!$S525=1,"PENDING LINE",IF(CALC!$Q525=1,"STALE LINE",IF($AE525="QB UNCERTAIN","QB UNCERTAIN",IF($AF525<>"","TRANSITION UNCERTAIN",IF(OR($B525="",$C525=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI526	'=IF($A526="","",IF($AH526<>"","BLOCKED",IF($AG526<>"","FCS — NO PLAY",IF(CALC!$S526=1,"PENDING LINE",IF(CALC!$Q526=1,"STALE LINE",IF($AE526="QB UNCERTAIN","QB UNCERTAIN",IF($AF526<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B526="",$C526=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A526="","",IF($AH526<>"","BLOCKED",IF($AG526<>"","FCS — NO PLAY",IF(CALC!$S526=1,"PENDING LINE",IF(CALC!$Q526=1,"STALE LINE",IF($AE526="QB UNCERTAIN","QB UNCERTAIN",IF($AF526<>"","TRANSITION UNCERTAIN",IF(OR($B526="",$C526=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI527	'=IF($A527="","",IF($AH527<>"","BLOCKED",IF($AG527<>"","FCS — NO PLAY",IF(CALC!$S527=1,"PENDING LINE",IF(CALC!$Q527=1,"STALE LINE",IF($AE527="QB UNCERTAIN","QB UNCERTAIN",IF($AF527<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B527="",$C527=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A527="","",IF($AH527<>"","BLOCKED",IF($AG527<>"","FCS — NO PLAY",IF(CALC!$S527=1,"PENDING LINE",IF(CALC!$Q527=1,"STALE LINE",IF($AE527="QB UNCERTAIN","QB UNCERTAIN",IF($AF527<>"","TRANSITION UNCERTAIN",IF(OR($B527="",$C527=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI528	'=IF($A528="","",IF($AH528<>"","BLOCKED",IF($AG528<>"","FCS — NO PLAY",IF(CALC!$S528=1,"PENDING LINE",IF(CALC!$Q528=1,"STALE LINE",IF($AE528="QB UNCERTAIN","QB UNCERTAIN",IF($AF528<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B528="",$C528=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A528="","",IF($AH528<>"","BLOCKED",IF($AG528<>"","FCS — NO PLAY",IF(CALC!$S528=1,"PENDING LINE",IF(CALC!$Q528=1,"STALE LINE",IF($AE528="QB UNCERTAIN","QB UNCERTAIN",IF($AF528<>"","TRANSITION UNCERTAIN",IF(OR($B528="",$C528=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI529	'=IF($A529="","",IF($AH529<>"","BLOCKED",IF($AG529<>"","FCS — NO PLAY",IF(CALC!$S529=1,"PENDING LINE",IF(CALC!$Q529=1,"STALE LINE",IF($AE529="QB UNCERTAIN","QB UNCERTAIN",IF($AF529<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B529="",$C529=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A529="","",IF($AH529<>"","BLOCKED",IF($AG529<>"","FCS — NO PLAY",IF(CALC!$S529=1,"PENDING LINE",IF(CALC!$Q529=1,"STALE LINE",IF($AE529="QB UNCERTAIN","QB UNCERTAIN",IF($AF529<>"","TRANSITION UNCERTAIN",IF(OR($B529="",$C529=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI530	'=IF($A530="","",IF($AH530<>"","BLOCKED",IF($AG530<>"","FCS — NO PLAY",IF(CALC!$S530=1,"PENDING LINE",IF(CALC!$Q530=1,"STALE LINE",IF($AE530="QB UNCERTAIN","QB UNCERTAIN",IF($AF530<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B530="",$C530=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A530="","",IF($AH530<>"","BLOCKED",IF($AG530<>"","FCS — NO PLAY",IF(CALC!$S530=1,"PENDING LINE",IF(CALC!$Q530=1,"STALE LINE",IF($AE530="QB UNCERTAIN","QB UNCERTAIN",IF($AF530<>"","TRANSITION UNCERTAIN",IF(OR($B530="",$C530=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI531	'=IF($A531="","",IF($AH531<>"","BLOCKED",IF($AG531<>"","FCS — NO PLAY",IF(CALC!$S531=1,"PENDING LINE",IF(CALC!$Q531=1,"STALE LINE",IF($AE531="QB UNCERTAIN","QB UNCERTAIN",IF($AF531<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B531="",$C531=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A531="","",IF($AH531<>"","BLOCKED",IF($AG531<>"","FCS — NO PLAY",IF(CALC!$S531=1,"PENDING LINE",IF(CALC!$Q531=1,"STALE LINE",IF($AE531="QB UNCERTAIN","QB UNCERTAIN",IF($AF531<>"","TRANSITION UNCERTAIN",IF(OR($B531="",$C531=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI532	'=IF($A532="","",IF($AH532<>"","BLOCKED",IF($AG532<>"","FCS — NO PLAY",IF(CALC!$S532=1,"PENDING LINE",IF(CALC!$Q532=1,"STALE LINE",IF($AE532="QB UNCERTAIN","QB UNCERTAIN",IF($AF532<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B532="",$C532=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A532="","",IF($AH532<>"","BLOCKED",IF($AG532<>"","FCS — NO PLAY",IF(CALC!$S532=1,"PENDING LINE",IF(CALC!$Q532=1,"STALE LINE",IF($AE532="QB UNCERTAIN","QB UNCERTAIN",IF($AF532<>"","TRANSITION UNCERTAIN",IF(OR($B532="",$C532=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI533	'=IF($A533="","",IF($AH533<>"","BLOCKED",IF($AG533<>"","FCS — NO PLAY",IF(CALC!$S533=1,"PENDING LINE",IF(CALC!$Q533=1,"STALE LINE",IF($AE533="QB UNCERTAIN","QB UNCERTAIN",IF($AF533<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B533="",$C533=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A533="","",IF($AH533<>"","BLOCKED",IF($AG533<>"","FCS — NO PLAY",IF(CALC!$S533=1,"PENDING LINE",IF(CALC!$Q533=1,"STALE LINE",IF($AE533="QB UNCERTAIN","QB UNCERTAIN",IF($AF533<>"","TRANSITION UNCERTAIN",IF(OR($B533="",$C533=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI534	'=IF($A534="","",IF($AH534<>"","BLOCKED",IF($AG534<>"","FCS — NO PLAY",IF(CALC!$S534=1,"PENDING LINE",IF(CALC!$Q534=1,"STALE LINE",IF($AE534="QB UNCERTAIN","QB UNCERTAIN",IF($AF534<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B534="",$C534=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A534="","",IF($AH534<>"","BLOCKED",IF($AG534<>"","FCS — NO PLAY",IF(CALC!$S534=1,"PENDING LINE",IF(CALC!$Q534=1,"STALE LINE",IF($AE534="QB UNCERTAIN","QB UNCERTAIN",IF($AF534<>"","TRANSITION UNCERTAIN",IF(OR($B534="",$C534=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI535	'=IF($A535="","",IF($AH535<>"","BLOCKED",IF($AG535<>"","FCS — NO PLAY",IF(CALC!$S535=1,"PENDING LINE",IF(CALC!$Q535=1,"STALE LINE",IF($AE535="QB UNCERTAIN","QB UNCERTAIN",IF($AF535<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B535="",$C535=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A535="","",IF($AH535<>"","BLOCKED",IF($AG535<>"","FCS — NO PLAY",IF(CALC!$S535=1,"PENDING LINE",IF(CALC!$Q535=1,"STALE LINE",IF($AE535="QB UNCERTAIN","QB UNCERTAIN",IF($AF535<>"","TRANSITION UNCERTAIN",IF(OR($B535="",$C535=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI536	'=IF($A536="","",IF($AH536<>"","BLOCKED",IF($AG536<>"","FCS — NO PLAY",IF(CALC!$S536=1,"PENDING LINE",IF(CALC!$Q536=1,"STALE LINE",IF($AE536="QB UNCERTAIN","QB UNCERTAIN",IF($AF536<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B536="",$C536=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A536="","",IF($AH536<>"","BLOCKED",IF($AG536<>"","FCS — NO PLAY",IF(CALC!$S536=1,"PENDING LINE",IF(CALC!$Q536=1,"STALE LINE",IF($AE536="QB UNCERTAIN","QB UNCERTAIN",IF($AF536<>"","TRANSITION UNCERTAIN",IF(OR($B536="",$C536=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI537	'=IF($A537="","",IF($AH537<>"","BLOCKED",IF($AG537<>"","FCS — NO PLAY",IF(CALC!$S537=1,"PENDING LINE",IF(CALC!$Q537=1,"STALE LINE",IF($AE537="QB UNCERTAIN","QB UNCERTAIN",IF($AF537<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B537="",$C537=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A537="","",IF($AH537<>"","BLOCKED",IF($AG537<>"","FCS — NO PLAY",IF(CALC!$S537=1,"PENDING LINE",IF(CALC!$Q537=1,"STALE LINE",IF($AE537="QB UNCERTAIN","QB UNCERTAIN",IF($AF537<>"","TRANSITION UNCERTAIN",IF(OR($B537="",$C537=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI538	'=IF($A538="","",IF($AH538<>"","BLOCKED",IF($AG538<>"","FCS — NO PLAY",IF(CALC!$S538=1,"PENDING LINE",IF(CALC!$Q538=1,"STALE LINE",IF($AE538="QB UNCERTAIN","QB UNCERTAIN",IF($AF538<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B538="",$C538=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A538="","",IF($AH538<>"","BLOCKED",IF($AG538<>"","FCS — NO PLAY",IF(CALC!$S538=1,"PENDING LINE",IF(CALC!$Q538=1,"STALE LINE",IF($AE538="QB UNCERTAIN","QB UNCERTAIN",IF($AF538<>"","TRANSITION UNCERTAIN",IF(OR($B538="",$C538=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI539	'=IF($A539="","",IF($AH539<>"","BLOCKED",IF($AG539<>"","FCS — NO PLAY",IF(CALC!$S539=1,"PENDING LINE",IF(CALC!$Q539=1,"STALE LINE",IF($AE539="QB UNCERTAIN","QB UNCERTAIN",IF($AF539<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B539="",$C539=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A539="","",IF($AH539<>"","BLOCKED",IF($AG539<>"","FCS — NO PLAY",IF(CALC!$S539=1,"PENDING LINE",IF(CALC!$Q539=1,"STALE LINE",IF($AE539="QB UNCERTAIN","QB UNCERTAIN",IF($AF539<>"","TRANSITION UNCERTAIN",IF(OR($B539="",$C539=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI540	'=IF($A540="","",IF($AH540<>"","BLOCKED",IF($AG540<>"","FCS — NO PLAY",IF(CALC!$S540=1,"PENDING LINE",IF(CALC!$Q540=1,"STALE LINE",IF($AE540="QB UNCERTAIN","QB UNCERTAIN",IF($AF540<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B540="",$C540=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A540="","",IF($AH540<>"","BLOCKED",IF($AG540<>"","FCS — NO PLAY",IF(CALC!$S540=1,"PENDING LINE",IF(CALC!$Q540=1,"STALE LINE",IF($AE540="QB UNCERTAIN","QB UNCERTAIN",IF($AF540<>"","TRANSITION UNCERTAIN",IF(OR($B540="",$C540=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI541	'=IF($A541="","",IF($AH541<>"","BLOCKED",IF($AG541<>"","FCS — NO PLAY",IF(CALC!$S541=1,"PENDING LINE",IF(CALC!$Q541=1,"STALE LINE",IF($AE541="QB UNCERTAIN","QB UNCERTAIN",IF($AF541<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B541="",$C541=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A541="","",IF($AH541<>"","BLOCKED",IF($AG541<>"","FCS — NO PLAY",IF(CALC!$S541=1,"PENDING LINE",IF(CALC!$Q541=1,"STALE LINE",IF($AE541="QB UNCERTAIN","QB UNCERTAIN",IF($AF541<>"","TRANSITION UNCERTAIN",IF(OR($B541="",$C541=""),"DATA INCOMPLETE","READY"))))))))'
ENGINE	AI542	'=IF($A542="","",IF($AH542<>"","BLOCKED",IF($AG542<>"","FCS — NO PLAY",IF(CALC!$S542=1,"PENDING LINE",IF(CALC!$Q542=1,"STALE LINE",IF($AE542="QB UNCERTAIN","QB UNCERTAIN",IF($AF542<>"","FCS/TRANSITION UNCERTAIN",IF(OR($B542="",$C542=""),"DATA INCOMPLETE","READY"))))))))'	'=IF($A542="","",IF($AH542<>"","BLOCKED",IF($AG542<>"","FCS — NO PLAY",IF(CALC!$S542=1,"PENDING LINE",IF(CALC!$Q542=1,"STALE LINE",IF($AE542="QB UNCERTAIN","QB UNCERTAIN",IF($AF542<>"","TRANSITION UNCERTAIN",IF(OR($B542="",$C542=""),"DATA INCOMPLETE","READY"))))))))'
