sheet,cell,classification,old,new
QB VALUES,L76,CUMULATIVE,,"VERIFIED 2026-08-03 (with documented tension): SI headline reports ex-Texas QB Maalik Murphy NAMED STARTER at Oregon State, while SI's Pac-12 QB tiers describe Murphy with 'a slight upper hand' and a young FCS transfer 'right on his tail in fall camp.' Both agree Murphy LEADS. Clear leader -> L upgraded to M (NOT H, because the naming claim is contradicted by active-competition language). Per the L->M rule values REMAIN BLANK; status stays UNCERTAIN. RECHECK: official Oregon State depth chart."
QB VALUES,C77,CUMULATIVE,,Jayden Denegal
QB VALUES,D77,CUMULATIVE,,0
QB VALUES,E77,CUMULATIVE,,Jayden Denegal
QB VALUES,F77,CUMULATIVE,,0
QB VALUES,H77,CUMULATIVE,,H
QB VALUES,I77,CUMULATIVE,,Athlon/ESPN/CBS Pac-12 2026 previews (https://www.espn.com/college-football/story/_/id/48892618/2026-college-football-pac-12-conference-preview-predictions-transfers-more)
QB VALUES,J77,CUMULATIVE,,2026
QB VALUES,K77,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L77,CUMULATIVE,,returning starter | 2025: SDSU 2025 starter | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C78,CUMULATIVE,,Brad Jackson
QB VALUES,D78,CUMULATIVE,,0
QB VALUES,E78,CUMULATIVE,,Brad Jackson (returning starter)
QB VALUES,F78,CUMULATIVE,,0
QB VALUES,H78,CUMULATIVE,,M
QB VALUES,I78,CUMULATIVE,,CBS Sports Pac-12 relaunch / Athlon (https://www.cbssports.com/college-football/news/pac-12-relaunch-2026-contenders-teams-to-watch/)
QB VALUES,J78,CUMULATIVE,,2026
QB VALUES,K78,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L78,CUMULATIVE,,"VERIFIED 7D.4A, RE-VERIFIED 7D.5 2026-08-04 against official/primary sources. Brad Jackson is Texas State's returning starter: 2025 - 3,050 pass yds, 18 TD, 7 INT, 71.5% comp; 16-17 rush TD (school single-season record for a QB); 3,968 total yds, 7th nationally; third-team all-conference; and MVP OF THE 2026 ARMED FORCES BOWL (173 yds, 3 pass TD plus a rushing score in a 41-10 win over Rice). Announced his return 2025-12-06; coverage states Texas State 'returns a starting quarterback for the first time under Kinne'; The Athletic ranked him the top Group of Five quarterback. NEW IN 7D.5: Boston College transfer SHAKER REISIG arrived and is reported as the PRIMARY BACKUP to Jackson, not a challenger (3 games at BC in 2025: 141 yds, 1 TD, 2 INT); QBs Keldric Luster (Ball State) and Holden Geriner (Pittsburgh) transferred out. No competition reported. H considered and declined - no official 2026 naming. -> M retained; zeros retained; status OK. RECHECK: official Texas State depth chart."
QB VALUES,C79,CUMULATIVE,,McCae Hillstead
QB VALUES,D79,CUMULATIVE,,0
QB VALUES,E79,CUMULATIVE,,McCae Hillstead
QB VALUES,F79,CUMULATIVE,,0
QB VALUES,H79,CUMULATIVE,,M
QB VALUES,I79,CUMULATIVE,,Athlon/ESPN/CBS Pac-12 2026 previews (https://www.espn.com/college-football/story/_/id/48892618/2026-college-football-pac-12-conference-preview-predictions-transfers-more)
QB VALUES,J79,CUMULATIVE,,2026
QB VALUES,K79,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L79,CUMULATIVE,,VERIFIED 2026-08-03: Utah State reunites former Virginia OC Robert Anae with RETURNING quarterback McCae Hillstead. Returning starter with a new coordinator -> M retained; no formal naming located.
QB VALUES,C80,CUMULATIVE,,Caden Pinnick
QB VALUES,E80,CUMULATIVE,,Open (Caden Pinnick / Owen Eshelman / Julian Dugger)
QB VALUES,H80,CUMULATIVE,,L
QB VALUES,I80,CUMULATIVE,,Athlon/ESPN Pac-12 (https://athlonsports.com/college-football/pac-12-football-2026-predictions)
QB VALUES,J80,CUMULATIVE,,2026
QB VALUES,K80,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L80,CUMULATIVE,,"DEFECT CORRECTED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: prior entry asserted Caden Pinnick as projected QB1 (M). HeraldNet 2026-07-30: WSU 'set to open fall camp with WIDE-OPEN QB competition'; The Columbian 2026-08-01: quarterback situation 'UNRESOLVED'; first-year HC Kirby Moore declined to commit - 'That's gonna continue through the summer'; the Spokesman-Review beat reports Pinnick 'WASN'T ABLE TO CREATE MEANINGFUL SEPARATION FROM ESHELMAN' in spring, and staff may keep the decision in-house until kickoff. CORROBORATED IN 7D.5 by the official transfer ledger: Pinnick IN from UC Davis; Jaxon Potter OUT to Old Dominion and Ajani Sheppard OUT to Temple (both appear as competitors in those teams' records); new OC Matt Miller. Three-way with Owen Eshelman and Julian Dugger, no leader -> L; zeros CLEARED to blank; UNCERTAIN. Camp opened 2026-08-06."
QB VALUES,C81,CUMULATIVE,,Cale Hellums
QB VALUES,D81,CUMULATIVE,,0
QB VALUES,E81,CUMULATIVE,,Cale Hellums
QB VALUES,F81,CUMULATIVE,,0
QB VALUES,H81,CUMULATIVE,,H
QB VALUES,I81,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J81,CUMULATIVE,,2026
QB VALUES,K81,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L81,CUMULATIVE,,returning starter | 2025: Started 10 games 2025 (option offense); won Fenway Bowl | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C82,CUMULATIVE,,Grayson Loftis
QB VALUES,D82,CUMULATIVE,,0
QB VALUES,E82,CUMULATIVE,,Grayson Loftis
QB VALUES,F82,CUMULATIVE,,0
QB VALUES,H82,CUMULATIVE,,H
QB VALUES,I82,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J82,CUMULATIVE,,2026
QB VALUES,K82,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L82,CUMULATIVE,,"returning starter | 2025: 2025: 1,415 yds, 8 TD, 8 INT (ex-Duke) | returning starter | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C83,CUMULATIVE,,Chaston Ditta
QB VALUES,D83,CUMULATIVE,,0
QB VALUES,E83,CUMULATIVE,,Chaston Ditta
QB VALUES,F83,CUMULATIVE,,0
QB VALUES,H83,CUMULATIVE,,M
QB VALUES,I83,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J83,CUMULATIVE,,2026
QB VALUES,K83,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L83,CUMULATIVE,,VERIFIED 2026-08-03: Chaston Ditta likely takes the reins for East Carolina after starting the 2025 Military Bowl. Projected starter awaiting formal announcement -> M retained.
QB VALUES,C84,CUMULATIVE,,Caden Veltkamp
QB VALUES,D84,CUMULATIVE,,0
QB VALUES,E84,CUMULATIVE,,Caden Veltkamp (returning starter)
QB VALUES,F84,CUMULATIVE,,0
QB VALUES,H84,CUMULATIVE,,M
QB VALUES,I84,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J84,CUMULATIVE,,2026
QB VALUES,K84,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L84,CUMULATIVE,,"VERIFIED 7D.5 2026-08-04: Caden Veltkamp CONFIRMED returning as FAU's starter for a second straight year in Zach Kittley's air raid - 2025: 3,641 pass yds (8th in FBS), 24 TD, 67.0% comp; 2024 CUSA Offensive Player of the Year at Western Kentucky. Coverage states FAU enters 2026 'with zero questions about their starter.' HC Kittley described a '5-man battle' at the position, but that concerns the BACKUP order behind Veltkamp - Drew Devillier (Rice transfer), Jordan Magwood, Michael Valentino and Jeremiah Daoud. Established returning starter, no formal 2026 naming -> M retained (not H), consistent with the Texas State / WMU / Toledo precedent. Zeros retained; status OK."
QB VALUES,E85,CUMULATIVE,,Marcus Stokes
QB VALUES,H85,CUMULATIVE,,L
QB VALUES,I85,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J85,CUMULATIVE,,2026
QB VALUES,K85,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L85,CUMULATIVE,,VERIFIED 7D.5 2026-08-04: Memphis's quarterback battle is 'CLOSE and will likely be one of the LATER ONES SETTLED in the American.' FIRST-YEAR HC CHARLES HUFF must choose between two transfers with contrasting backgrounds - Marcus Stokes and Air Noland. No starter named -> L retained; values blank; UNCERTAIN. Entry corroborated.
QB VALUES,C86,CUMULATIVE,,Braxton Woodson
QB VALUES,D86,CUMULATIVE,,0
QB VALUES,E86,CUMULATIVE,,Braxton Woodson
QB VALUES,F86,CUMULATIVE,,0
QB VALUES,H86,CUMULATIVE,,M
QB VALUES,I86,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J86,CUMULATIVE,,2026
QB VALUES,K86,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L86,CUMULATIVE,,VERIFIED 2026-08-03: Braxton Woodson confirmed as Navy's projected starter in current American QB coverage. M retained; no official naming located.
QB VALUES,C87,CUMULATIVE,,Tayven Jackson
QB VALUES,D87,CUMULATIVE,,0
QB VALUES,E87,CUMULATIVE,,Tayven Jackson (slight lead; Ditta / Jimerson competing)
QB VALUES,F87,CUMULATIVE,,0
QB VALUES,H87,CUMULATIVE,,M
QB VALUES,I87,CUMULATIVE,,Wikipedia/247/ESPN roster (Tayven Jackson to UNT) (https://en.wikipedia.org/wiki/Tayven_Jackson)
QB VALUES,J87,CUMULATIVE,,2026
QB VALUES,K87,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L87,CUMULATIVE,,"VERIFIED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: entry CONFIRMED NOT STALE. HC NEAL BROWN said on the American Kickoff broadcast (2026-07-29) that senior UCF transfer Tayven Jackson 'NOW HAS A SLIGHT LEAD' in an ongoing THREE-MAN race over East Carolina transfer Chaston Ditta and returner Chris Jimerson Jr.; Brown did NOT declare a starter. Jackson's 2025 at UCF: 2,151 pass yds, 10 TD, 8 INT. COACHING CHANGE VERIFIED: Eric Morris left for Oklahoma State; Neal Brown rebuilt the roster with 75-90+ new players. CONTEXT ADDED IN 7D.5: North Texas must replace Drew Mestemaker, who LED THE NATION IN PASSING YARDS in 2025 - the race is a genuine full replacement, not a succession. Clear leader stated by the head coach, no naming -> M retained; zeros retained; status OK."
QB VALUES,C88,CUMULATIVE,,Jacurri Brown
QB VALUES,D88,CUMULATIVE,,0
QB VALUES,E88,CUMULATIVE,,Jacurri Brown
QB VALUES,F88,CUMULATIVE,,0
QB VALUES,H88,CUMULATIVE,,M
QB VALUES,I88,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J88,CUMULATIVE,,2026
QB VALUES,K88,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L88,CUMULATIVE,,VERIFIED 2026-08-03: Jacurri Brown confirmed as Rice's quarterback in current American QB coverage. M retained; no official naming located.
QB VALUES,E89,CUMULATIVE,,OPEN (Kromenhoek / Van Buren Jr. / Cooper)
QB VALUES,H89,CUMULATIVE,,L
QB VALUES,I89,CUMULATIVE,,Yahoo (USF lands portal QB) / Green Gold & Bold (https://sports.yahoo.com/articles/usf-lands-quarterback-transfer-portal-132621762.html)
QB VALUES,J89,CUMULATIVE,,2026
QB VALUES,K89,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L89,CUMULATIVE,,"VERIFIED 7D.5 2026-08-04: USF's competition is between LSU transfer MICHAEL VAN BUREN JR. and Mississippi State transfer LUKE KROMENHOEK, both named in the entry. Van Buren 'seems to have the edge' on slightly more game experience, but that is a preseason projection, not a staff decision, and no naming was located -> L retained under the 7D.5 rule; values blank; UNCERTAIN. USF training camp opened 2026-08-05. RECHECK: USF depth chart."
QB VALUES,C90,CUMULATIVE,,Jaxon Smolik
QB VALUES,D90,CUMULATIVE,,0
QB VALUES,E90,CUMULATIVE,,Jaxon Smolik (inside track; Ajani Sheppard competing)
QB VALUES,F90,CUMULATIVE,,0
QB VALUES,H90,CUMULATIVE,,M
QB VALUES,I90,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J90,CUMULATIVE,,2026
QB VALUES,K90,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L90,CUMULATIVE,,"VERIFIED 2026-08-03: Temple's spring battle was between transfers Jaxon Smolik (Penn State) and Ajani Sheppard (Washington State), with SMOLIK OWNING THE INSIDE TRACK. Clear leader with competition -> M retained; entry refined."
QB VALUES,E91,CUMULATIVE,,Kadin Semonza
QB VALUES,H91,CUMULATIVE,,L
QB VALUES,I91,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J91,CUMULATIVE,,2026
QB VALUES,K91,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L91,CUMULATIVE,,"VERIFIED 7D.5 2026-08-04: 'The competition CONTINUES as the Green Wave enter fall practice.' Kadin Semonza (Ball State transfer; a big 2024 at Ball State, did NOT play in 2025) 'will likely be the main man - but he HAS TO HOLD OFF' Houston transfer Zeon Chriss-Gremillion, sophomore Dagan Bruno and freshman Trace Johnson. A leader who must hold off three challengers with no naming -> L retained; values blank; UNCERTAIN. Entry corroborated."
QB VALUES,C92,CUMULATIVE,,Baylor Hayes
QB VALUES,D92,CUMULATIVE,,0
QB VALUES,E92,CUMULATIVE,,Baylor Hayes
QB VALUES,F92,CUMULATIVE,,0
QB VALUES,H92,CUMULATIVE,,M
QB VALUES,I92,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J92,CUMULATIVE,,2026
QB VALUES,K92,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L92,CUMULATIVE,,VERIFIED 2026-08-03: Baylor Hayes confirmed as Tulsa's quarterback in current American QB coverage. M retained; no official naming located.
QB VALUES,C93,CUMULATIVE,,Ryder Burton
QB VALUES,D93,CUMULATIVE,,0
QB VALUES,E93,CUMULATIVE,,Ryder Burton
QB VALUES,F93,CUMULATIVE,,0
QB VALUES,H93,CUMULATIVE,,H
QB VALUES,I93,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J93,CUMULATIVE,,2026
QB VALUES,K93,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L93,CUMULATIVE,,returning starter | 2025: Quality mid-2025 reps; beat ranked Memphis | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C94,CUMULATIVE,,Owen McCown
QB VALUES,D94,CUMULATIVE,,0
QB VALUES,E94,CUMULATIVE,,Owen McCown
QB VALUES,F94,CUMULATIVE,,0
QB VALUES,H94,CUMULATIVE,,H
QB VALUES,I94,CUMULATIVE,,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html)
QB VALUES,J94,CUMULATIVE,,2026
QB VALUES,K94,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L94,CUMULATIVE,,returning starter | 2025: Multi-year starter; 3 program bowl wins | established returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C95,CUMULATIVE,,Nick Minicucci
QB VALUES,D95,CUMULATIVE,,0
QB VALUES,E95,CUMULATIVE,,Nick Minicucci
QB VALUES,F95,CUMULATIVE,,0
QB VALUES,H95,CUMULATIVE,,H
QB VALUES,I95,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J95,CUMULATIVE,,2026
QB VALUES,K95,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L95,CUMULATIVE,,returning starter | 2025: Returning conference-level starter | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C96,CUMULATIVE,,JJ Kohl
QB VALUES,D96,CUMULATIVE,,0
QB VALUES,E96,CUMULATIVE,,JJ Kohl
QB VALUES,F96,CUMULATIVE,,0
QB VALUES,H96,CUMULATIVE,,M
QB VALUES,I96,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J96,CUMULATIVE,,2026
QB VALUES,K96,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L96,CUMULATIVE,,VERIFIED 2026-08-03: JJ Kohl (Appalachian State transfer) confirmed as FIU's new starting quarterback in current CUSA QB coverage. Transfer expected to start -> M retained; no official naming located.
QB VALUES,C97,CUMULATIVE,,Caden Creel
QB VALUES,D97,CUMULATIVE,,0
QB VALUES,E97,CUMULATIVE,,Caden Creel
QB VALUES,F97,CUMULATIVE,,0
QB VALUES,H97,CUMULATIVE,,H
QB VALUES,I97,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J97,CUMULATIVE,,2026
QB VALUES,K97,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L97,CUMULATIVE,,returning starter | 2025: Returning conference star | returning starter | VALUE PENDING RUBRIC APPROVAL
QB VALUES,C98,CUMULATIVE,,Rickie Collins
QB VALUES,D98,CUMULATIVE,,0
QB VALUES,E98,CUMULATIVE,,Rickie Collins (leader; Landon Varnes competing)
QB VALUES,F98,CUMULATIVE,,0
QB VALUES,H98,CUMULATIVE,,M
QB VALUES,I98,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J98,CUMULATIVE,,2026
QB VALUES,K98,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L98,CUMULATIVE,,"VERIFIED 2026-08-03: Rickie Collins (Syracuse transfer) is Kennesaw State's new QB, but must HOLD OFF juco transfer Landon Varnes in fall practice. Clear leader with real competition -> M retained (not H); entry refined to name the competitor."
QB VALUES,E99,CUMULATIVE,,Open (Purdie / Jaylen Henderson / Ethan Vasko)
QB VALUES,H99,CUMULATIVE,,L
QB VALUES,I99,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J99,CUMULATIVE,,2026
QB VALUES,K99,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L99,CUMULATIVE,,VERIFIED 2026-08-03: genuine three-way transfer competition (Purdie / Jaylen Henderson / Ethan Vasko); Chadwell expected to get quality play but no starter named. Record accurate; L retained.
QB VALUES,C100,CUMULATIVE,,Roman Gagliano
QB VALUES,D100,CUMULATIVE,,0
QB VALUES,E100,CUMULATIVE,,Roman Gagliano
QB VALUES,F100,CUMULATIVE,,0
QB VALUES,H100,CUMULATIVE,,M
QB VALUES,I100,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J100,CUMULATIVE,,2026
QB VALUES,K100,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L100,CUMULATIVE,,"VERIFIED 2026-08-03: Roman Gagliano confirmed as MTSU's signal-caller, cited as a breakout candidate. Record accurate; M retained."
QB VALUES,E101,CUMULATIVE,,Open competition (new HC Casey Woods)
QB VALUES,H101,CUMULATIVE,,L
QB VALUES,I101,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J101,CUMULATIVE,,2026
QB VALUES,K101,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L101,CUMULATIVE,,VERIFIED 2026-08-03: Missouri State welcomes new head coach Casey Woods and has a quarterback battle; NO starting quarterback has been definitively named. Genuine open competition -> L retained; values blank; UNCERTAIN.
QB VALUES,E102,CUMULATIVE,,Open competition
QB VALUES,H102,CUMULATIVE,,L
QB VALUES,I102,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J102,CUMULATIVE,,2026
QB VALUES,K102,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L102,CUMULATIVE,,VERIFIED 2026-08-03: New Mexico State remains in a rebuild with a likely quarterback competition; NO starter named. L retained; values blank; UNCERTAIN.
QB VALUES,C103,CUMULATIVE,,Landyn Locke
QB VALUES,D103,CUMULATIVE,,0
QB VALUES,E103,CUMULATIVE,,Landyn Locke
QB VALUES,F103,CUMULATIVE,,0
QB VALUES,H103,CUMULATIVE,,M
QB VALUES,I103,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J103,CUMULATIVE,,2026
QB VALUES,K103,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L103,CUMULATIVE,,"VERIFIED 2026-08-03: Landyn Locke confirmed as Sam Houston's signal-caller, cited as a breakout candidate. Record accurate; M retained."
QB VALUES,C104,CUMULATIVE,,Rodney Tisdale Jr.
QB VALUES,D104,CUMULATIVE,,0
QB VALUES,E104,CUMULATIVE,,Rodney Tisdale Jr.
QB VALUES,F104,CUMULATIVE,,0
QB VALUES,H104,CUMULATIVE,,M
QB VALUES,I104,CUMULATIVE,,Underdog Dynasty (C-USA 2026 QB projections) (https://www.underdogdynasty.com/conference-usa/43406/projecting-cusa-conference-usa-starting-qb-quarterbacks-2026-football)
QB VALUES,J104,CUMULATIVE,,2026
QB VALUES,K104,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L104,CUMULATIVE,,"VERIFIED 2026-08-03: Rodney Tisdale Jr. confirmed as returning starter, BUT Brock Glenn (7 career starts at Florida State) transferred in to challenge. Clear leader with real competition -> M retained (not H)."
QB VALUES,C105,CUMULATIVE,,Ben Finley
QB VALUES,E105,CUMULATIVE,,Open (Reese Poffenbarger / Brayden Roggow)
QB VALUES,H105,CUMULATIVE,,L
QB VALUES,I105,CUMULATIVE,,ESPN/247 Ben Finley (Akron) (https://www.espn.com/college-football/player/_/id/4431091/ben-finley)
QB VALUES,J105,CUMULATIVE,,2026
QB VALUES,K105,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L105,CUMULATIVE,,"CORRECTION 2026-08-03 (7D.1): prior entry listed Ben Finley, who GRADUATED after a two-year Akron starting run - stale record. Poffenbarger (North Texas transfer) entered spring as projected starter but Akron has no clear QB1; open fall-camp competition. METHODOLOGY REPAIR 2026-08-03 (7D.2): Baseline/Active values CLEARED to blank. Zero would assert an affirmative evaluation of both starter and replacement; blank correctly represents an unresolved numerical assessment. Status remains UNCERTAIN."
QB VALUES,E106,CUMULATIVE,,Keldric Luster
QB VALUES,H106,CUMULATIVE,,L
QB VALUES,I106,CUMULATIVE,,College Football News / Hustle Belt (https://collegefootballnews.com/college-football/ball-state-football-preview-2026)
QB VALUES,J106,CUMULATIVE,,2026
QB VALUES,K106,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L106,CUMULATIVE,,"VERIFIED 7D.1 (2026-08-03), STAMPED 7D.5 2026-08-04: Ball State's room is unsettled - Keldric Luster (Texas State transfer, dual-threat) and Tyler Mizzell both may see action; no starter named. Corroborated this phase: Texas State's outgoing-transfer ledger confirms Luster left for Ball State. -> L retained; values blank; UNCERTAIN. EVIDENCE NOTE: the 7D.1 live check stands; no fresh contradicting evidence surfaced in 7D.5, but no new confirmation either. This record's date was never stamped until now - that gap is what finding F-7 flagged."
QB VALUES,C107,CUMULATIVE,,Austin Novosad
QB VALUES,D107,CUMULATIVE,,0
QB VALUES,E107,CUMULATIVE,,Austin Novosad
QB VALUES,F107,CUMULATIVE,,0
QB VALUES,H107,CUMULATIVE,,M
QB VALUES,I107,CUMULATIVE,,Hustle Belt / Toledo Blade (https://www.hustlebelt.com/bgsu-falcons/44436/who-is-bowling-greens-new-qb-from-oregon-three-fast-facts-about-austin-novosad)
QB VALUES,J107,CUMULATIVE,,2026
QB VALUES,K107,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L107,CUMULATIVE,,"VERIFIED 2026-08-03: Austin Novosad (Oregon transfer, former 4-star, No.13 QB 2023 class) confirmed as BGSU's projected starter; portal QB was a stated program priority. Record accurate; M retained."
QB VALUES,E108,CUMULATIVE,,Open (Jason Wright / Mason Cumbie / Elijah Holmes)
QB VALUES,H108,CUMULATIVE,,L
QB VALUES,I108,CUMULATIVE,,Black Shoe Diaries / ESPN roster (https://www.blackshoediaries.com/penn-state-football/87803/2026-opponent-snapshot-buffalo-bulls)
QB VALUES,J108,CUMULATIVE,,2026
QB VALUES,K108,CUMULATIVE,,2026-08-03 00:00:00
QB VALUES,L108,CUMULATIVE,,"DEFECT CORRECTED 2026-08-03: prior entry listed CJ Ogbonna, who was Buffalo's 2024 SENIOR starter (13 starts, 2,381 yds, 19 TD) and is no longer on the roster - a stale record. HC Pete Lembo's current room is Jason Wright, Mason Cumbie and Elijah Holmes (Wingate transfer, three seasons there). Buffalo News reported UB 'still searching for a starting quarterback' after the spring game. L retained; values blank; UNCERTAIN."
QB VALUES,E109,CUMULATIVE,,Open (Flores / Beamon / Glasser)
QB VALUES,H109,CUMULATIVE,,L
QB VALUES,I109,CUMULATIVE,,Mitten Football (https://mitten-football.ghost.io/the-good-problem-for-central-michigan-at-qb-and-what-to-expect-come-fall/)
QB VALUES,J109,CUMULATIVE,,2026
QB VALUES,K109,CUMULATIVE,,2026-08-04 00:00:00
QB VALUES,L109,CUMULATIVE,,"VERIFIED 7D.1 (2026-08-03), STAMPED 7D.5 2026-08-04: Central Michigan's quarterback job is unsettled, with Angel Flores among the contenders alongside Marcus Beamon and Jadyn Glasser; no starter named. -> L retained; values blank; UNCERTAIN. EVIDENCE NOTE: the 7D.1 live check stands; no fresh contradicting evidence surfaced in 7D.5, but no new confirmation either. This record's date was never stamped until now - the F-7 gap."
QB VALUES,C110,CUMULATIVE,,Noah Kim
QB VALUES,D110,CUMULATIVE,,0
QB VALUES,E110,CUMULATIVE,,Noah Kim
QB VALUES,F110,CUMULATIVE,,0
QB VALUES,H110,CUMULATIVE,,H
QB VALUES,I110,CUMULATIVE,,EMU Athletics / Detroit News (https://emueagles.com/news/2026/1/7/football-kim-granted-extra-year-of-eligibility-set-to-return-for-2026-season)
QB VALUES,J110,CUMULATIVE,,2026
QB VALUES,K110,CUMULATIVE,,2026-07-21 00:00:00
QB VALUES,L110,CUMULATIVE,,"returning starter | 2025: 2025: MAC-leading 2,817 pass yds, 18 TD; started all 12 | NOTE: NCAA granted extra (6th) year of eligibility for 2026 | established returning starter | VALUE PENDING RUBRIC APPROVAL"
QB VALUES,C111,CUMULATIVE,,Dru DeShields
QB VALUES,D111,CUMULATIVE,,0
