sheet,cell,row,column,column_letter,context,live_value,authoritative_value,expected_action,classification
QB VALUES,H29,29,8,H,Nebraska,L,H,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I29,29,9,I,Nebraska,Sports Illustrated (Big Ten QB projections) (https://www.si.com/college-football/projecting-every-big-ten-starting-quarterback-ahead-of-2026-season),"HC Matt Rhule announcement 2026-08-22, reported 2026-08-24 (https://klin.com/2026/08/24/colandrea-named-starting-qb-for-opener/)",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K29,29,11,K,Nebraska,2026-08-04 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L29,29,12,L,Nebraska,"VERIFIED 7D.5 2026-08-04: Nebraska added ANTHONY COLANDREA from the portal - the 2025 MOUNTAIN WEST PLAYER OF THE YEAR at UNLV (3,459 pass yds, 23 TD) - joining returner TJ Lateef. This confirms the entry's candidate list. No starter has been named and no staff statement establishing a leader was located; a high-profile transfer arriving is not by itself evidence of a settled job. -> L retained; values blank; UNCERTAIN. EVIDENCE NOTE: this is the thinnest of the 7D.5 confirmations - the transfer is documented, the competition's state is inferred from the absence of a naming. RECHECK: Nebraska depth chart.","2026-08-25 ACTIVATED, confidence L -> H. HC Matt Rhule announced on Saturday 2026-08-22 that Anthony Colandrea will be Nebraska's starting quarterback for the season opener against Ohio; multiple outlets carried it as 'Nebraska officially names starting quarterback'. Rhule said Daniel Kaelin and TJ Lateef continue to compete for the No. 2 role. H because this is a head-coach announcement, the same tier as Alabama/DeBoer, Tennessee/Heupel and Florida/Sumrall. SUPERSEDES the 2026-08-04 entry, which recorded no starter named. BASELINE MATCH: Colandrea, the 2025 Mountain West Player of the Year, was already the recorded active candidate. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the reported Ohio opener matches IMPORT SCHEDULE exactly (wk1 2026-09-05 Ohio Bobcats @ Nebraska Cornhuskers), which also cross-checks the Ohio activation on row 113. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,C35,35,3,C,Rutgers,,Dylan Lonergan,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D35,35,4,D,Rutgers,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E35,35,5,E,Rutgers,Dylan Lonergan (likely starter; AJ Surace competing),Dylan Lonergan,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F35,35,6,F,Rutgers,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I35,35,9,I,Rutgers,Sports Illustrated (Big Ten QB projections) (https://www.si.com/college-football/projecting-every-big-ten-starting-quarterback-ahead-of-2026-season),ESPN / Pete Thamel via On3 The Knight Report + 247Sports 2026-08-24 (https://www.on3.com/sites/the-knight-report/news/rutgers-names-dylan-lonergan-starting-quarterback-for-2026/),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K35,35,11,K,Rutgers,2026-08-03 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L35,35,12,L,Rutgers,"VERIFIED 2026-08-03: Dylan Lonergan (Boston College transfer, replacing Athan Kaliakmanis) is described as 'the likely starter, but Rutgers likes AJ Surace, too' - a clear leader with real competition -> M. Mixed 2025 record (upside vs Michigan State/Stanford/Georgia Tech; benched twice, 1 pass TD and 6 turnovers in six other FBS games) supports M rather than H. Per 7D.3 methodology, numerical values REMAIN BLANK on an L->M change (valuation unresolved), so status correctly stays UNCERTAIN.","2026-08-24 ACTIVATED, confidence M (UNCHANGED from M). ESPN's Pete Thamel reported that Rutgers named Dylan Lonergan its starting quarterback, won over AJ Surace after spring and fall camp; carried by On3/The Knight Report, 247Sports, Yahoo Sports and On the Banks. M rather than H because this is a reporter-sourced claim rather than a team or coach announcement, matching the precedent set when North Carolina and Georgia Southern were activated at M on Thamel sources reports. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: reporting that Lonergan leads Rutgers into Week 1 against UMass matches IMPORT SCHEDULE exactly (wk1 2026-09-03 Massachusetts Minutemen @ Rutgers Scarlet Knights). Supersedes the 2026-08-03 SI projection entry, which recorded only 'likely starter'. BASELINE QB RECORDED IN COLUMN C AT ACTIVATION: the field was blank, and every OK row in the workbook carries a populated baseline quarterback, so Lonergan - named as the projected starter by the SI source the prior entry cited - is recorded as the baseline the preseason blend assumed. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E48,48,5,E,Kansas,Cole Ballard (leader; Isaiah Marshall competing),Open (Cole Ballard / Isaiah Marshall),OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,I48,48,9,I,Kansas,Sports Illustrated (Big 12 QB projections) (https://www.si.com/college-football/projecting-every-big-12-starting-quarterback-2026-college-football-season),"Yahoo Sports + WIBW fall-camp reporting, 2026-08 (https://www.wibw.com/2026/08/05/kus-quarterback-race-remains-open/)",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,K48,48,11,K,Kansas,2026-08-03 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,L48,48,12,L,Kansas,"VERIFIED 2026-08-03: Cole Ballard 'MAY BE' Kansas's QB1 (SI headline wording) replacing Jalon Daniels, with real competition from Isaiah Marshall - Ballard the better thrower, Marshall the better runner; Kansas QBs described as 'totally fine with competition heading into camp.' Ballard confirmed on the official kuathletics.com roster. No naming by Lance Leipold located -> L retained. This confirms the Phase 7D.3 decision NOT to upgrade on a national projected-starter list alone. Values remain blank; UNCERTAIN.","VERIFIED 2026-08-03: Cole Ballard 'MAY BE' Kansas's QB1 (SI headline wording) replacing Jalon Daniels, with real competition from Isaiah Marshall - Ballard the better thrower, Marshall the better runner; Kansas QBs described as 'totally fine with competition heading into camp.' Ballard confirmed on the official kuathletics.com roster. No naming by Lance Leipold located -> L retained. This confirms the Phase 7D.3 decision NOT to upgrade on a national projected-starter list alone. Values remain blank; UNCERTAIN. 2026-08-25 RECORD CORRECTION (data quality only; confidence L UNCHANGED, status remains UNCERTAIN, numerical values remain BLANK). The candidate field described Cole Ballard as the LEADER; that framing is not supported. HC Lance Leipold: 'We're still in a very, very competitive quarterback battle right now. Both continue to do a lot of good things.' Ballard and Isaiah Marshall continue to split first-team reps and Leipold has set NO TIMETABLE, adding 'there's a very high probability that you'll see both quarterbacks play in games this year.' Rice transfer Chase Jenkins is in the room but is NOT carried in the active competition field, since Leipold's own remarks name only Ballard and Marshall. RECHECK: Leipold naming or a Week 1 depth chart.",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,C69,69,3,C,Syracuse,,Steve Angeli,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D69,69,4,D,Syracuse,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F69,69,6,F,Syracuse,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H69,69,8,H,Syracuse,L,H,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I69,69,9,I,Syracuse,"Sports Illustrated (ACC QB projections, May 14 2026) (https://www.si.com/college-football/projecting-every-acc-starting-quarterback-2026-college-football-season)",Syracuse Athletics official camp preview 2026-08-04; position review 2026-08-17; per authoritative research update 2026-08-19. Corroborated: Spectrum Local News / AP 2026-08-19 (https://spectrumlocalnews.com/nys/central-ny/news/2026/08/19/with-qb-steve-angeli-healthy--fran-brown-coached-syracuse-seeks-to-rebound-from-3-9-season),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K69,69,11,K,Syracuse,2026-08-04 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L69,69,12,L,Syracuse,"VERIFIED 7D.5 2026-08-04: Steve Angeli (Notre Dame transfer) says he is 'FULL GO' with 'no restrictions' ahead of training camp after the 2025 ACHILLES injury that ended his season - but the same reporting frames it as 'ANOTHER QB BATTLE', and Syracuse overhauled the room in the offseason (incl. Kennesaw State transfer Amari Odom). A quarterback returning from an Achilles tear into an acknowledged battle is not a settled job -> L retained; values blank; UNCERTAIN. RECHECK: Syracuse depth chart or a Fran Brown naming.","2026-08-24 ACTIVATED (RETAINED QB1), confidence H. Angeli's 2025 starting job carried into 2026: the official Syracuse Athletics camp preview (2026-08-04) has him healthy and returning, and the 2026-08-17 position review records that the starting job has remained his with the live competition being for the BACKUP role. Qualifies under the governing rule's 'unequivocally retained incumbent' clause; absence of a new annual depth chart is not a reversal. CORRECTS the 2026-08-24 Rev 1 review, which classified this UNRESOLVED because it applied a formal-naming test and lacked the official team source. HEALTH MONITOR (separate from competition status): post-Achilles recovery from the 2025 season; monitor availability, not the job. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E74,74,5,E,Colorado State,Hauss Hejny (K'saan Farrar competing),Hauss Hejny vs. K'saan Farrar,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,K74,74,11,K,Colorado State,2026-08-03 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,L74,74,12,L,Colorado State,"VERIFIED 2026-08-03: Hauss Hejny is Colorado State's projected starter but is LOCKED IN A BATTLE with UConn transfer K'saan Farrar that is expected to LAST INTO FALL CAMP. Genuine unresolved competition -> L retained; entry refined. (Context: CSU's 2026 HC is Jim Mora, who left UConn - see the 7D.3A UConn finding.)","VERIFIED 2026-08-03: Hauss Hejny is Colorado State's projected starter but is LOCKED IN A BATTLE with UConn transfer K'saan Farrar that is expected to LAST INTO FALL CAMP. Genuine unresolved competition -> L retained; entry refined. (Context: CSU's 2026 HC is Jim Mora, who left UConn - see the 7D.3A UConn finding.) RULING 2026-08-24: active competition field standardised to ""Hauss Hejny vs. K'saan Farrar"". Confidence L and status UNCERTAIN are UNCHANGED - this is a record correction only, with no numerical entry and no model effect. The active competition field is limited to these two quarterbacks; no third quarterback is carried in it.",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,I75,75,9,I,Fresno State,"Fresno State Athletics / KMPH, 2026-08-10/11 (https://gobulldogs.com/news/2026/8/10/football-fall-camp-practice-6-hc-matt-entz-jayden-mandal-khristian-martin ; https://kmph.com/sports/content/clovis-native-mandal-battles-martin-for-fresno-state-starting-qb-job)","Authoritative research update 2026-08-19; 247Sports fall-camp report, August 2026 (https://247sports.com/college/fresno-state/article/fresno-state-quarterback-battle-unfolding-at-fall-camp-updates-from-qbs-khristian-martin-jayden-mandal-matt-entz-288830583/)",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,K75,75,11,K,Fresno State,2026-08-21 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,L75,75,12,L,Fresno State,2026-08-21 FINAL QB VERIFICATION: Current reporting shows a two-way competition between Khristian Martin (Maryland transfer) and Jayden Mandal (2025 backup). Braden Atkinson is no longer at Fresno State and is listed on Oregon State's roster; the prior three-way description was stale. Retain L/UNCERTAIN. RECHECK: Matt Entz naming or official Week 1 depth chart.,"2026-08-24 RECORD CORRECTION (data quality only; confidence L UNCHANGED, status remains UNCERTAIN, numerical values remain BLANK). The candidate field read 'Open (three-way battle into August)', which is stale. The current race is a TWO-MAN contest: Khristian Martin (Maryland transfer) vs Jayden Mandal (2025 backup); Matt Entz has named no winner. BRADEN ATKINSON IS AT OREGON STATE, NOT FRESNO STATE - he is correctly carried on Oregon State row 76 and was never present in this field. RECHECK: Entz naming or a Week 1 depth chart.",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,C76,76,3,C,Oregon State,,Maalik Murphy,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,E76,76,5,E,Oregon State,Maalik Murphy (leader; Braden Atkinson pushing),Braden Atkinson,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,I76,76,9,I,Oregon State,Athlon/ESPN/CBS Pac-12 2026 previews (https://www.espn.com/college-football/story/_/id/48892618/2026-college-football-pac-12-conference-preview-predictions-transfers-more),ESPN / Pete Thamel via Columbia County Spotlight + Portland Tribune 2026-08-24 (https://columbiacountyspotlight.com/2026/08/24/oregon-state-names-braden-atkinson-starting-qb/),OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,K76,76,11,K,Oregon State,2026-08-03 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,L76,76,12,L,Oregon State,"VERIFIED 2026-08-03 (with documented tension): SI headline reports ex-Texas QB Maalik Murphy NAMED STARTER at Oregon State, while SI's Pac-12 QB tiers describe Murphy with 'a slight upper hand' and a young FCS transfer 'right on his tail in fall camp.' Both agree Murphy LEADS. Clear leader -> L upgraded to M (NOT H, because the naming claim is contradicted by active-competition language). Per the L->M rule values REMAIN BLANK; status stays UNCERTAIN. RECHECK: official Oregon State depth chart.","2026-08-25 RECORD CORRECTION - STARTER CHANGED, VALUATION DEFERRED (confidence M UNCHANGED, numerical values REMAIN BLANK, status stays UNCERTAIN). ESPN's Pete Thamel reported 2026-08-24 that Oregon State named BRADEN ATKINSON its starting quarterback for week one at Houston; Atkinson, a Mercer transfer and the reigning Jerry Rice Award winner, beat out incumbent MAALIK MURPHY and Brady Jones. A local report adds that the Oregon State football account subsequently confirmed it, but that first-party act is secondhand and is NOT relied on -> M, not H. SUPERSEDES the 2026-08-03 entry, which recorded Murphy as the leader. BASELINE MISMATCH - THE REASON NO ZEROS ARE WRITTEN: this is the first row in the project where the named starter is NOT the quarterback the preseason blend assumed. Column C preserves MAALIK MURPHY as the preseason baseline because the preseason rating priced Oregon State with Murphy, its returning starter. Writing 0/0 would assert that the Murphy-to-Atkinson change is worth exactly zero, which is a valuation claim the deviation-only convention was never intended to carry. Values therefore REMAIN BLANK and the row stays UNCERTAIN pending the QB-value rubric. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the reported week-one game at Houston matches IMPORT SCHEDULE exactly (wk1 2026-09-05 Oregon State Beavers @ Houston Cougars, TDECU Stadium). RECHECK: official Oregon State depth chart, and the QB-value rubric.",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,D80,80,4,D,Washington State,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E80,80,5,E,Washington State,Open (Caden Pinnick / Owen Eshelman / Julian Dugger),Caden Pinnick,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F80,80,6,F,Washington State,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H80,80,8,H,Washington State,L,H,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I80,80,9,I,Washington State,Athlon/ESPN Pac-12 (https://athlonsports.com/college-football/pac-12-football-2026-predictions),Washington State official team announcement (@WSUCougarFB) via Spokesman-Review 2026-08-24 (https://www.spokesman.com/stories/2026/aug/24/uc-davis-transfer-caden-pinnick-to-start-at-qb-for/),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K80,80,11,K,Washington State,2026-08-04 00:00:00,2026-08-24 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L80,80,12,L,Washington State,"DEFECT CORRECTED 7D.4A, RE-VERIFIED 7D.5 2026-08-04: prior entry asserted Caden Pinnick as projected QB1 (M). HeraldNet 2026-07-30: WSU 'set to open fall camp with WIDE-OPEN QB competition'; The Columbian 2026-08-01: quarterback situation 'UNRESOLVED'; first-year HC Kirby Moore declined to commit - 'That's gonna continue through the summer'; the Spokesman-Review beat reports Pinnick 'WASN'T ABLE TO CREATE MEANINGFUL SEPARATION FROM ESHELMAN' in spring, and staff may keep the decision in-house until kickoff. CORROBORATED IN 7D.5 by the official transfer ledger: Pinnick IN from UC Davis; Jaxon Potter OUT to Old Dominion and Ajani Sheppard OUT to Temple (both appear as competitors in those teams' records); new OC Matt Miller. Three-way with Owen Eshelman and Julian Dugger, no leader -> L; zeros CLEARED to blank; UNCERTAIN. Camp opened 2026-08-06.","2026-08-24 ACTIVATED, confidence L -> H. Washington State announced Caden Pinnick as QB1; the program posted the announcement from @WSUCougarFB on the afternoon of 2026-08-24, reported by the Spokesman-Review: 'The Cougars will start UC Davis transfer Caden Pinnick, the program announced on social media Monday afternoon.' H rather than M because this is a FIRST-PARTY TEAM ANNOUNCEMENT, not a reporter-sourced claim - a tier above the Georgia Southern / North Carolina / Rutgers precedent. Resolves the three-way competition with Owen Eshelman and Julian Dugger and satisfies the deadline HC Kirby Moore set publicly on 2026-08-06 ('by Aug. 24') and restated 2026-08-21 ('by Monday'). Supersedes the 2026-08-04 defect-corrected entry, which recorded a wide-open camp battle with no leader. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the report that WSU opens Sept. 6 at Washington matches IMPORT SCHEDULE exactly (wk1 2026-09-06 Washington State Cougars @ Washington Huskies). DEVIATION IS EXACTLY ZERO AND VERIFIED: Pinnick was ALREADY the recorded baseline quarterback in column C before this activation, so the announced starter and the preseason assumption are the same player and no deviation applies. Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E85,85,5,E,Memphis,Marcus Stokes,Marcus Stokes / Air Noland; decision withheld until kickoff.,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,I85,85,9,I,Memphis,Underdog Dynasty/Yahoo (American 2026 QB projections) (https://sports.yahoo.com/articles/projecting-14-american-starting-qbs-150000080.html),"Daily Memphian / Yahoo Sports beat reporting, 2026-08-24 (https://sports.yahoo.com/articles/charles-huff-name-starting-quarterback-012920149.html)",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,K85,85,11,K,Memphis,2026-08-04 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,L85,85,12,L,Memphis,VERIFIED 7D.5 2026-08-04: Memphis's quarterback battle is 'CLOSE and will likely be one of the LATER ONES SETTLED in the American.' FIRST-YEAR HC CHARLES HUFF must choose between two transfers with contrasting backgrounds - Marcus Stokes and Air Noland. No starter named -> L retained; values blank; UNCERTAIN. Entry corroborated.,"VERIFIED 7D.5 2026-08-04: Memphis's quarterback battle is 'CLOSE and will likely be one of the LATER ONES SETTLED in the American.' FIRST-YEAR HC CHARLES HUFF must choose between two transfers with contrasting backgrounds - Marcus Stokes and Air Noland. No starter named -> L retained; values blank; UNCERTAIN. Entry corroborated. 2026-08-25 RECORD CORRECTION (data quality only; confidence L UNCHANGED, status remains UNCERTAIN, numerical values remain BLANK). NO QUALIFYING PUBLIC SOURCE HAS NAMED A STARTER. The live competition remains MARCUS STOKES versus AIR NOLAND. HC Charles Huff intends to keep the decision private until kickoff: 'The team will know before you guys do. You guys won't know until they flip the coin.' UNOFFICIAL DEPTH CHARTS PLACING STOKES FIRST ARE INFERENCE ONLY and do not satisfy the activation rule; Stokes is NOT activated merely because he is the current best inference. Memphis plays at UNLV in Week 0 and MEMPHIS BEING UNRESOLVED IS WHY THAT GAME REMAINS QB-GATED. RECHECK TRIGGER: an official announcement, an official game-day depth chart, or the first offensive snap.",OVERWRITE with v0.8.8,QB RECORD CORRECTION
QB VALUES,C89,89,3,C,South Florida,,Michael Van Buren Jr.,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D89,89,4,D,South Florida,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E89,89,5,E,South Florida,OPEN (Kromenhoek / Van Buren Jr. / Cooper),Michael Van Buren Jr.,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F89,89,6,F,South Florida,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H89,89,8,H,South Florida,L,M,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I89,89,9,I,South Florida,Yahoo (USF lands portal QB) / Green Gold & Bold (https://sports.yahoo.com/articles/usf-lands-quarterback-transfer-portal-132621762.html),ESPN / Pete Thamel 2026-08-24 (https://www.saturdaydownsouth.com/news/college-football/former-sec-qb-michael-van-buren-wins-fbs-starting-job-per-report/),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K89,89,11,K,South Florida,2026-08-04 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L89,89,12,L,South Florida,"VERIFIED 7D.5 2026-08-04: USF's competition is between LSU transfer MICHAEL VAN BUREN JR. and Mississippi State transfer LUKE KROMENHOEK, both named in the entry. Van Buren 'seems to have the edge' on slightly more game experience, but that is a preseason projection, not a staff decision, and no naming was located -> L retained under the 7D.5 rule; values blank; UNCERTAIN. USF training camp opened 2026-08-05. RECHECK: USF depth chart.","2026-08-25 ACTIVATED, confidence L -> M. ESPN's Pete Thamel, 2026-08-24: 'Sources: USF has named Michael Van Buren Jr. the school's starting quarterback.' Van Buren, a junior transfer from LSU and Mississippi State with 17 career games and 2,896 passing yards, beat out Luke Kromenhoek, Jayden Bradford and KJ Cooper. M rather than H because this is a reporter-sourced naming; a reported acknowledgment by USF Athletics could NOT be independently verified and is NOT relied on. Matches the precedent used for Georgia Southern, North Carolina, Rutgers, Tulane and Ohio. SUPERSEDES the 2026-08-04 entry, which recorded an open competition. BASELINE MATCH: that entry already recorded Van Buren as holding 'the edge' in the preseason projection. NOTE: 'Cooper' in the prior candidate field was KJ Cooper, a genuine competitor - the prior field was correct. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the reported FIU opener matches IMPORT SCHEDULE exactly (wk1 2026-09-05 Florida International Panthers @ South Florida Bulls). Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,C91,91,3,C,Tulane,,Zeon Chriss-Gremillion,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D91,91,4,D,Tulane,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E91,91,5,E,Tulane,Open (Semonza / Chriss-Gremillion / Johnson / Bruno),Zeon Chriss-Gremillion,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F91,91,6,F,Tulane,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,H91,91,8,H,Tulane,L,M,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I91,91,9,I,Tulane,"FOX 8 New Orleans, 2026-07-24 (https://www.fox8live.com/2026/07/24/four-qbs-battling-starting-spot-tulane/)","ESPN / Pete Thamel 2026-08-24, carried by On3 (https://www.on3.com/news/tulane-names-zeon-chriss-gremillion-starting-quarterback-for-2026/)",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K91,91,11,K,Tulane,2026-08-21 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L91,91,12,L,Tulane,"2026-08-21 CLOSEOUT CORRECTION: Head coach Will Hall identified Kadin Semonza, Zeon Chriss-Gremillion, Trace Johnson and Dagan Bruno as the four quarterbacks competing, with all receiving reps; no starter has been named. Confidence remains L; numerical values remain blank and status remains UNCERTAIN. RECHECK: Hall naming or official Week 1 depth chart.","2026-08-25 ACTIVATED, confidence L -> M. ESPN's Pete Thamel reported 2026-08-24 that Tulane named Zeon Chriss-Gremillion its starting quarterback for the opener at Duke; he beat out Kadin Semonza. M rather than H because this is a reporter-sourced naming - no official Tulane depth chart or team release was located, and the naming PRECEDED the scheduled depth-chart release. Matches the precedent used for Georgia Southern, North Carolina, Rutgers, Ohio and South Florida. SUPERSEDES the 2026-08-21 record correction, which recorded a four-way camp battle. BASELINE MATCH: that entry already recorded that the job 'defaults to Chriss-Gremillion if no one separates'. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the reported Sept. 5 debut at Duke matches IMPORT SCHEDULE exactly (wk1 2026-09-05 Tulane Green Wave @ Duke Blue Devils). Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,C113,113,3,C,Ohio,,Nick Poulos,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,D113,113,4,D,Ohio,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,E113,113,5,E,Ohio,Nick Poulos (leader; not yet named),Nick Poulos,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,F113,113,6,F,Ohio,,0,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,I113,113,9,I,Ohio,RotoWire MAC spring / Ohio Athletics (https://www.rotowire.com/cfootball/article/spring-practice-storylines-mid-american-conference-106501),ESPN / Pete Thamel 2026-08-22 (https://sports.yahoo.com/articles/nick-poulos-wins-ohio-starting-004242764.html),OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,K113,113,11,K,Ohio,2026-08-03 00:00:00,2026-08-25 00:00:00,OVERWRITE with v0.8.8,QB ACTIVATION
QB VALUES,L113,113,12,L,Ohio,"VERIFIED 2026-08-03: HC John Hauser says Nick Poulos 'is still in the lead' for the starting job, but Ohio has no Week 1 starter named. Coach-described leader awaiting formal announcement -> M. Numerical values remain BLANK (no new value populated this phase), so status stays UNCERTAIN.","2026-08-25 ACTIVATED, confidence M (UNCHANGED from M). ESPN's Pete Thamel reported that Ohio named graduate student Nick Poulos its starting quarterback, announced Saturday 2026-08-22 by first-year HC John Hauser. M rather than H because this is a reporter-sourced naming rather than a team release carried first-party, matching the precedent used for Georgia Southern, North Carolina, Rutgers, Tulane and South Florida. SUPERSEDES the 2026-08-03 entry, which recorded Hauser calling Poulos 'still in the lead' with no Week 1 starter named. BASELINE MATCH: Poulos was already the coach-described leader, so the confirmed starter IS the quarterback the preseason rating assumed. INDEPENDENTLY CORROBORATED BY THE WORKBOOK: the report that Ohio opens week one in Lincoln against Nebraska matches IMPORT SCHEDULE exactly (wk1 2026-09-05 Ohio Bobcats @ Nebraska Cornhuskers). Baseline and active values are 0/0 under the deviation-only convention: QB VALUES!G = F - D, so 0 - 0 = 0 and ENGINE!M contributes exactly nothing to any game. The zeros do not rate the quarterback - they record that the active starter IS the quarterback the preseason rating already assumed, so no deviation applies. No nonzero QB adjustment and no model change.",OVERWRITE with v0.8.8,QB ACTIVATION
